id,text,start_offset,end_offset,label
11821,looking for music like i killed the prom queen but without all the screaming,41,46,Artist_known
11824,music similar to scroll of sorrow by machine girl,37,51,Artist_deduced
11824,music similar to scroll of sorrow by machine girl,16,33,WoA_deduced
11826,songs similar to butterflies by samsa,17,28,WoA_deduced
11826,songs similar to butterflies by samsa,32,37,Artist_deduced
11832,request | anything like savage gardens first album,24,38,Artist_known
11840,looking for a band like a thousand foot krutch,24,46,Artist_deduced
11844,popular songs similar to van halen and stan bush,24,34,Artist_known
11844,popular songs similar to van halen and stan bush,39,48,Artist_deduced
11845,stuff like the last 60 seconds of harder better faster stronger | like the edm equivalent of a guitar solo jam session,34,63,WoA_known
11851,songs like this head i hold by electric guest,31,45,Artist_deduced
11851,songs like this head i hold by electric guest,11,27,WoA_deduced
11855,i was hoping i could find something similar to overwork toccata | electro,47,55,WoA_deduced
11855,i was hoping i could find something similar to overwork toccata | electro,56,63,Artist_deduced
11857,im thinking of giving drakes music a try what are some good starter songs to listen to by him,22,28,Artist_known
11859,im looking for an album that is similar to kendrick lamars to pimp a butterfly big krits 4eva is a mighty long time or childish gambinos awaken my love,43,58,Artist_known
11859,im looking for an album that is similar to kendrick lamars to pimp a butterfly big krits 4eva is a mighty long time or childish gambinos awaken my love,119,136,Artist_known
11859,im looking for an album that is similar to kendrick lamars to pimp a butterfly big krits 4eva is a mighty long time or childish gambinos awaken my love,137,151,WoA_deduced
11859,im looking for an album that is similar to kendrick lamars to pimp a butterfly big krits 4eva is a mighty long time or childish gambinos awaken my love,58,78,WoA_deduced
11859,im looking for an album that is similar to kendrick lamars to pimp a butterfly big krits 4eva is a mighty long time or childish gambinos awaken my love,79,93,Artist_deduced
11859,im looking for an album that is similar to kendrick lamars to pimp a butterfly big krits 4eva is a mighty long time or childish gambinos awaken my love,93,115,WoA_deduced
11860,incubus and ra,0,7,Artist_or_WoA_deduced
11860,incubus and ra,12,14,Artist_or_WoA_deduced
11861,brown skin girl by beyonce any music with a similar sound,0,15,WoA_deduced
11861,brown skin girl by beyonce any music with a similar sound,19,26,Artist_known
11862,looking for music similar to divide by magna,29,35,WoA_deduced
11862,looking for music similar to divide by magna,39,44,Artist_deduced
11864,is deep fried bossa nova a genre | opaul freddie dredd,35,40,Artist_or_WoA_deduced
11864,is deep fried bossa nova a genre | opaul freddie dredd,41,54,Artist_deduced
11865,songs similar to dont play no game that i cant win sebastian remix feat | santigold,51,60,Artist_deduced
11865,songs similar to dont play no game that i cant win sebastian remix feat | santigold,74,83,Artist_deduced
11865,songs similar to dont play no game that i cant win sebastian remix feat | santigold,17,50,Artist_or_WoA_deduced
11868,raingurl yaeji,0,8,WoA_deduced
11868,raingurl yaeji,9,14,Artist_deduced
11875,hiphop trap music like migos or travis scott in your native language,32,44,Artist_deduced
11875,hiphop trap music like migos or travis scott in your native language,23,28,Artist_or_WoA_deduced
11880,music like willow cudi,11,22,Artist_deduced
11882,bands like m83,11,14,Artist_deduced
11885,looking to expand my playlist redbone gambino & menswear | 1975,48,56,Artist_deduced
11885,looking to expand my playlist redbone gambino & menswear | 1975,38,45,Artist_known
11885,looking to expand my playlist redbone gambino & menswear | 1975,30,37,Artist_deduced
11887,songs that sound like | apache mr 24 7 365 have ever you felt,24,30,Artist_or_WoA_deduced
11890,suggest me something along the lines of daft punk arctic monkeys,40,49,Artist_known
11890,suggest me something along the lines of daft punk arctic monkeys,50,64,Artist_known
11896,songs that are similar to snow patrols chasing cars,39,51,WoA_deduced
11896,songs that are similar to snow patrols chasing cars,26,38,Artist_known
11897,any bands like late radiohead thom yorke solo career,20,29,Artist_known
11897,any bands like late radiohead thom yorke solo career,30,40,Artist_deduced
11898,looking for songs like this one bloom by the paper kites,41,56,Artist_deduced
11898,looking for songs like this one bloom by the paper kites,32,37,WoA_deduced
11899,songs similar to defeating earths gravity by sunn o,17,41,WoA_deduced
11899,songs similar to defeating earths gravity by sunn o,45,51,Artist_deduced
11900,japanese female singers similar to hikaru utada,35,47,Artist_deduced
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,126,136,Artist_known
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,137,144,Artist_known
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,144,161,Artist_known
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,182,187,Artist_known
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,174,181,Artist_known
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,162,166,Artist_deduced
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,167,173,Artist_deduced
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,188,200,Artist_deduced
11902,bonjour | looking for french music suggestions | genre electronic new disco indie pop jazz garage deep house hip hop rap eg | polo & pan parcels vendredi sur mer poom cortex justice damso dave stormzy melinda ademi,201,214,Artist_deduced
11903,songs similar to power by kanye west angel of the morning by juice newton and the immigrant song by led zepplin,26,36,Artist_known
11903,songs similar to power by kanye west angel of the morning by juice newton and the immigrant song by led zepplin,17,22,WoA_deduced
11903,songs similar to power by kanye west angel of the morning by juice newton and the immigrant song by led zepplin,61,73,Artist_deduced
11903,songs similar to power by kanye west angel of the morning by juice newton and the immigrant song by led zepplin,99,111,Artist_known
11903,songs similar to power by kanye west angel of the morning by juice newton and the immigrant song by led zepplin,78,96,WoA_deduced
11903,songs similar to power by kanye west angel of the morning by juice newton and the immigrant song by led zepplin,36,57,WoA_deduced
11913,songs like war of hearts by ruelle,11,24,WoA_deduced
11913,songs like war of hearts by ruelle,28,34,Artist_deduced
11914,songs like flunk cigarette burns,11,16,Artist_deduced
11914,songs like flunk cigarette burns,17,32,WoA_deduced
11917,along the lines of balmorheas early stuff,19,29,Artist_deduced
11920,trying to find songs very similar to mike perrys the ocean,37,48,Artist_deduced
11920,trying to find songs very similar to mike perrys the ocean,49,58,WoA_deduced
11923,pls help me find music genres artists that fit my friends aesthetic,58,67,Artist_deduced
11926,i cant get enough of another night on mars by the maine | what else should i be obsessed with,46,55,Artist_known
11926,i cant get enough of another night on mars by the maine | what else should i be obsessed with,21,42,WoA_known
11927,i randomly found a song called cherry blossom girl air and i love it | looking for similar songs,31,54,WoA_deduced
11929,sexy music like marvin gaye lets get it on,16,27,Artist_known
11929,sexy music like marvin gaye lets get it on,28,42,WoA_known
11936,other artists like grouplove and mother mother,19,28,Artist_deduced
11936,other artists like grouplove and mother mother,33,46,Artist_deduced
11938,chavvy boom bap hiphop similar to fliptrix or jack jetson,45,57,Artist_deduced
11938,chavvy boom bap hiphop similar to fliptrix or jack jetson,34,42,Artist_or_WoA_deduced
11939,recommend me similar songs like assassins creed 2 ost the madam to these please,32,49,WoA_known
11939,recommend me similar songs like assassins creed 2 ost the madam to these please,50,64,Artist_or_WoA_deduced
11941,songs like happy | by mudvayne,22,30,Artist_deduced
11941,songs like happy | by mudvayne,11,16,WoA_deduced
11942,music that features the oboe,19,28,Artist_deduced
11945,drive away the brummies,11,23,Artist_known
11945,drive away the brummies,0,10,WoA_deduced
11947,any other songs like glitter and gold from barns courtney,21,38,WoA_deduced
11947,any other songs like glitter and gold from barns courtney,43,57,Artist_deduced
11949,ive recently gotten into more modern composers like nils frahm olafur arnalds + christian löffler | im a bit stuck as to where to go from here though | any suggestions,52,62,Artist_deduced
11949,ive recently gotten into more modern composers like nils frahm olafur arnalds + christian löffler | im a bit stuck as to where to go from here though | any suggestions,63,97,Artist_deduced
11955,looking for recommendations of songs similar to faygo dreams by 6 dogs,48,60,WoA_deduced
11955,looking for recommendations of songs similar to faygo dreams by 6 dogs,64,70,Artist_deduced
11962,recommend more like this | john mayer neon,27,37,Artist_deduced
11962,recommend more like this | john mayer neon,38,42,WoA_deduced
11963,looking for an artist similar to fkj,33,36,Artist_deduced
11964,something like the first eleven seconds of september,43,52,WoA_known
11967,bands albums that have songs similar in sound style to the fresh prince of belair intro and outro songs,65,81,WoA_deduced
11971,looking for sleek poignant songs like one way or another by until the ribbon breaks about a beautifully disturbing unrequited love or songs that capture the feeling of someone looking out for you in an almost menacing way,38,56,WoA_deduced
11971,looking for sleek poignant songs like one way or another by until the ribbon breaks about a beautifully disturbing unrequited love or songs that capture the feeling of someone looking out for you in an almost menacing way,60,83,Artist_deduced
11975,anything like diablo swing orchestra,14,36,Artist_deduced
11976,songs like cowboy bebops tank,11,25,Artist_or_WoA_deduced
11976,songs like cowboy bebops tank,25,29,Artist_or_WoA_deduced
11977,something like summer camp,15,26,Artist_or_WoA_deduced
11978,songs like groove by torn,11,17,WoA_deduced
11978,songs like groove by torn,21,25,Artist_deduced
11979,looking for artists similar to kaleo seasick steve hozier and johnny cash,31,44,Artist_deduced
11979,looking for artists similar to kaleo seasick steve hozier and johnny cash,45,57,Artist_deduced
11979,looking for artists similar to kaleo seasick steve hozier and johnny cash,62,73,Artist_known
11987,looking for something like only just a dream nelly to help me feel sentimental about someone,27,44,WoA_deduced
11987,looking for something like only just a dream nelly to help me feel sentimental about someone,45,50,Artist_deduced
11989,trev case go for you,0,9,Artist_deduced
11989,trev case go for you,10,20,WoA_deduced
11990,abstract a promise ft roze,22,26,Artist_deduced
11990,abstract a promise ft roze,0,18,Artist_deduced
11996,what kind of genre is this | noisia & evol intent long gone | original mix,43,59,WoA_deduced
11996,what kind of genre is this | noisia & evol intent long gone | original mix,29,42,Artist_deduced
11997,looking for crushingly depressing albums | i love falsetto vocals,50,58,Artist_or_WoA_deduced
12002,artists like sufjan stevens and neutral milk hotel,13,27,Artist_deduced
12002,artists like sufjan stevens and neutral milk hotel,32,50,Artist_deduced
12003,i want more music similar to walter wanderleys its easy to say goodbye so that i can sit back and watch the world end in peace,29,46,Artist_deduced
12003,i want more music similar to walter wanderleys its easy to say goodbye so that i can sit back and watch the world end in peace,46,70,WoA_deduced
12005,songs like the remix baauer did for nero wont you | be there,21,27,Artist_deduced
12005,songs like the remix baauer did for nero wont you | be there,36,49,Artist_or_WoA_deduced
12006,artists like kedr liviansky | heavy synth pop + girl vocals music,13,27,Artist_deduced
12009,any country songs that have the same sound feeling as gods country blake shelton,67,80,Artist_deduced
12009,any country songs that have the same sound feeling as gods country blake shelton,54,66,WoA_deduced
12011,any songs like flows like boss life by snoop dogg,15,35,WoA_deduced
12011,any songs like flows like boss life by snoop dogg,39,49,Artist_deduced
12012,please tell m3 songs similar to cold and 7up by boy in space,48,60,Artist_deduced
12012,please tell m3 songs similar to cold and 7up by boy in space,32,44,WoA_deduced
12014,songs like devil has a name by i gor,31,36,Artist_deduced
12014,songs like devil has a name by i gor,11,27,WoA_deduced
12016,songs similar to mona lisa by obb,17,26,WoA_deduced
12016,songs similar to mona lisa by obb,30,33,Artist_deduced
12018,artists similar to lil peep cold hart mysticphonk and brennan savage,19,27,Artist_deduced
12018,artists similar to lil peep cold hart mysticphonk and brennan savage,28,49,WoA_deduced
12018,artists similar to lil peep cold hart mysticphonk and brennan savage,54,61,Artist_deduced
12018,artists similar to lil peep cold hart mysticphonk and brennan savage,62,68,WoA_deduced
12019,pretty music in 3 4 like earth angel and françoise hardys tous les garçons et les filles,41,57,Artist_known
12019,pretty music in 3 4 like earth angel and françoise hardys tous les garçons et les filles,58,88,WoA_known
12019,pretty music in 3 4 like earth angel and françoise hardys tous les garçons et les filles,25,36,Artist_or_WoA_deduced
12024,songs like hyper camelot,11,24,WoA_deduced
12026,looking for something in the exact same vibe as yr body is nothing by boy harsher,70,81,Artist_deduced
12026,looking for something in the exact same vibe as yr body is nothing by boy harsher,48,66,WoA_deduced
12029,im looking for songs similar to igorrr robert,32,45,Artist_or_WoA_deduced
12030,maybe like mr bungle but without lyrics,11,20,Artist_or_WoA_deduced
12038,looking for something that sounds similar to the pantheon | aint gonna catch you,44,58,Artist_deduced
12038,looking for something that sounds similar to the pantheon | aint gonna catch you,60,80,WoA_deduced
12040,hi im looking for groups similar to cardigans or groups lead by a female singer | genre pop rock or alternative rock,36,45,Artist_known
12041,superfly curtis mayfield,9,24,Artist_deduced
12041,superfly curtis mayfield,0,8,WoA_deduced
12043,stuff like boris pink album but without the singing,11,21,Artist_deduced
12045,similar to kygo,11,15,Artist_deduced
12046,im looking for songs similar to hero by skillet,32,36,WoA_deduced
12046,im looking for songs similar to hero by skillet,40,47,Artist_deduced
12047,like big thief or neutral milk hotel but british,5,14,Artist_or_WoA_deduced
12047,like big thief or neutral milk hotel but british,18,36,Artist_or_WoA_deduced
12052,laidback rap hip hop songs with good vocals like boredom and see you again by tyler the creator,77,95,Artist_deduced
12052,laidback rap hip hop songs with good vocals like boredom and see you again by tyler the creator,49,74,WoA_deduced
12054,recommendations for music like this poolside remix of harvest moon neil young not sure what genre it fits into,67,77,Artist_known
12054,recommendations for music like this poolside remix of harvest moon neil young not sure what genre it fits into,54,66,WoA_deduced
12055,albums similar to britney spears blackout,18,32,Artist_known
12055,albums similar to britney spears blackout,33,41,WoA_deduced
12056,similar artists to pnau,19,23,Artist_deduced
12057,hip hop similar to runnin from the creed 2 album,18,40,Artist_deduced
12058,looking for the genre of searching youth 83,24,43,Artist_or_WoA_deduced
12060,are there songs with a similar meaning like i dont want to be by gavin degraw | preferably in the rock genre,43,61,WoA_deduced
12060,are there songs with a similar meaning like i dont want to be by gavin degraw | preferably in the rock genre,65,77,Artist_deduced
12063,looking for bands music similar to gang of youths,34,49,Artist_deduced
12064,looking for songs that give the same vibe as the intro in metallicas song blackened,58,68,Artist_known
12064,looking for songs that give the same vibe as the intro in metallicas song blackened,74,83,WoA_deduced
12068,songs like vincent or imagine,11,18,WoA_deduced
12068,songs like vincent or imagine,22,29,WoA_deduced
12069,ghostin ariana grande,8,23,Artist_known
12069,ghostin ariana grande,0,7,WoA_deduced
12072,songs like nutshell by alice in chains,23,38,Artist_deduced
12076,songs like somewhere only we know by keane,37,42,Artist_deduced
12076,songs like somewhere only we know by keane,11,33,WoA_deduced
12077,looking for songs similar to florida kilos | lana del ray,29,42,WoA_deduced
12077,looking for songs similar to florida kilos | lana del ray,45,57,Artist_known
12081,gently wind | joshua speedy,14,27,Artist_deduced
12081,gently wind | joshua speedy,0,11,WoA_deduced
12082,music like unison square garden,11,17,WoA_deduced
12082,music like unison square garden,18,31,Artist_deduced
12084,songs like sub urbams cradle,11,28,Artist_or_WoA_deduced
12085,songs artists like quarter past midnight by bastille,44,52,Artist_known
12085,songs artists like quarter past midnight by bastille,18,40,WoA_deduced
12088,looking for an album or ep in cassette tape format of synth electronic music with no lyrics and sounds somewhat similar to jake chudnows music,123,136,Artist_deduced
