mention,type,query,wiki_link,wikidata_type,wiki_name,exposure
pink floyd,Artist,looking for something low and melancholic like is there anybody out there by pink floyd or no quarter by led zeppelin,https://en.wikipedia.org/wiki/Pink_Floyd,rock group,Pink_Floyd,7.217513633743452
no quarter,WoA,looking for something low and melancholic like is there anybody out there by pink floyd or no quarter by led zeppelin,https://en.wikipedia.org/wiki/No_Quarter_(song),musical work/composition,No_Quarter_(song),2.156310509887721
led zeppelin,Artist,looking for something low and melancholic like is there anybody out there by pink floyd or no quarter by led zeppelin,https://en.wikipedia.org/wiki/Led_Zeppelin,musical group,Led_Zeppelin,7.216988009552638
jackal,Artist,jackal empathy | anar remix,,,,0.0
empathy,WoA,jackal empathy | anar remix,https://en.wikipedia.org/wiki/Empathy_(Bill_Evans_and_Shelly_Manne_album),album,Empathy_(Bill_Evans_and_Shelly_Manne_album),0.0
anar,Artist,jackal empathy | anar remix,https://en.wikipedia.org/wiki/Anar_Rzayev,human,Anar_Rzayev,1.076760364722551
when u love somebody,WoA,looking for songs like when u love somebody by the fruit bats,,,,0.0
fruit bats,Artist,looking for songs like when u love somebody by the fruit bats,https://en.wikipedia.org/wiki/Fruit_Bats_(band),musical group,Fruit_Bats_(band),1.831346212901752
the fall of troy,Artist,the fall of troy gouge away and ambient synthy stuff,https://en.wikipedia.org/wiki/The_Fall_of_Troy_(band),musical group,The_Fall_of_Troy_(band),0.0
gouge away,WoA,the fall of troy gouge away and ambient synthy stuff,,,,0.0
suzie q,WoA,songs suzie q by ccr with those kinds of guitar riffs,https://en.wikipedia.org/wiki/Susie_Q_(song),musical work/composition,Susie_Q_(song),2.0593985010167
ccr,Artist,songs suzie q by ccr with those kinds of guitar riffs,https://en.wikipedia.org/wiki/Creedence_Clearwater_Revival,musical group,Creedence_Clearwater_Revival,4.892675360852829
eu4,WoA,songs similar to eu4 guns drums and steel soundtrack,https://en.wikipedia.org/wiki/Europa_Universalis_IV,video game,Europa_Universalis_IV,1.9849159974278745
zero 7,Artist,zero 7 in the waiting line,https://en.wikipedia.org/wiki/Zero_7,electronica duo,Zero_7,3.2749318463981805
in the waiting line,WoA,zero 7 in the waiting line,,,,0.0
cat power,Artist,just discovered cat power | if i like these songs which of her other songs will i like,https://en.wikipedia.org/wiki/Cat_Power,human,Cat_Power,4.377672951650208
elvis presleys,Artist,a song similar to elvis presleys love me,https://en.wikipedia.org/wiki/Elvis_Presley,human,Elvis_Presley,8.028838249491614
love me,WoA,a song similar to elvis presleys love me,https://en.wikipedia.org/wiki/Love_Me_(Justin_Bieber_song),song,Love_Me_(Justin_Bieber_song),0.720665689753174
tool,Artist,something like tool and pink floyd,https://en.wikipedia.org/wiki/Tool_(band),musical group,Tool_(band),5.196112319712359
pink floyd,Artist,something like tool and pink floyd,https://en.wikipedia.org/wiki/Pink_Floyd,rock group,Pink_Floyd,7.217513633743452
who i am sim simma,WoA,looking for songs like who i am sim simma by beanie man,,,,0.0
beanie man,Artist,looking for songs like who i am sim simma by beanie man,,,,0.0
mausoleums,Artist,mausoleums gyre,,,,0.0
gyre,WoA,mausoleums gyre,,,,0.0
trees of eternity,Artist,melancholia doom music like trees of eternity,https://en.wikipedia.org/wiki/Trees_of_Eternity,musical group,Trees_of_Eternity,0.3131151918934467
eldritch,WoA,any songs with some minor eldritch themes,https://en.wikipedia.org/wiki/Eldritch_(video_game),video game,Eldritch_(video_game),0.0
cold as ice,WoA,songs similar to cold as ice by mop | or good times by styles p,https://en.wikipedia.org/wiki/Cold_as_Ice_(Foreigner_song),musical work/composition,Cold_as_Ice_(Foreigner_song),1.4497497726156467
mop,Artist,songs similar to cold as ice by mop | or good times by styles p,https://en.wikipedia.org/wiki/M%C3%98,human,M%C3%98,3.459669349194666
good times,WoA,songs similar to cold as ice by mop | or good times by styles p,https://en.wikipedia.org/wiki/Good_Times_(Elvis_Presley_album),album,Good_Times_(Elvis_Presley_album),0.769865376057405
styles p,Artist,songs similar to cold as ice by mop | or good times by styles p,https://en.wikipedia.org/wiki/Styles_of_Beyond,musical group,Styles_of_Beyond,2.5349540993996023
labi siffre,Artist,similar albums in style to labi siffre remember my song,https://en.wikipedia.org/wiki/Labi_Siffre,human,Labi_Siffre,2.660327154864337
remember my song,WoA,similar albums in style to labi siffre remember my song,,,,0.0
slipknot,Artist,slipknot xix looking for similar,https://en.wikipedia.org/wiki/Slipknot_(band),musical group,Slipknot_(band),5.515733328853969
xix,WoA,slipknot xix looking for similar,https://en.wikipedia.org/wiki/XIX_(song),musical work/composition,XIX_(song),0.0
rezz,Artist,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,https://en.wikipedia.org/wiki/Resurrection_Band,rock group,Resurrection_Band,2.924069727565163
edge,WoA,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,https://en.wikipedia.org/wiki/The_Edge_(2010_film),film,The_Edge_(2010_film),1.2537613035931976
tipper,Artist,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,https://en.wikipedia.org/wiki/Tipper_Gore,human,Tipper_Gore,3.027619937380063
 cubic squeal,WoA,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,,,,0.0
jade cicada,Artist,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,,,,0.0
 speaking in tongues,WoA,looking for song suggestions similar to rezz edge tipper cubic squeal or jade cicada speaking in tongues that isnt one of these artists,https://en.wikipedia.org/wiki/Speaking_in_Tongues_(Talking_Heads_album),album,Speaking_in_Tongues_(Talking_Heads_album),1.2637665138856369
eminem,Artist,which eminem album is the best in your opinion,https://en.wikipedia.org/wiki/Eminem,human,Eminem,6.941731741392774
civilization v gods and kings,WoA,songs similar to civilization v gods and kings theme by geoff knorr and michael curran,,,,0.0
geoff knorr,Artist,songs similar to civilization v gods and kings theme by geoff knorr and michael curran,https://en.wikipedia.org/wiki/Geoff_Knorr,human,Geoff_Knorr,0.2804869765464666
michael curran,Artist,songs similar to civilization v gods and kings theme by geoff knorr and michael curran,https://en.wikipedia.org/wiki/Mike_Curran,human,Mike_Curran,0.5105677442667904
underneath the lovely london sky,WoA,what genre is underneath the lovely london sky,,,,0.0
the mountain goats,Artist,songs angry sad and spiteful like the mountain goats no children,https://en.wikipedia.org/wiki/The_Mountain_Goats,musical group,The_Mountain_Goats,4.028956100296922
no children,WoA,songs angry sad and spiteful like the mountain goats no children,https://en.wikipedia.org/wiki/No_Children,musical work/composition,No_Children,0.0
urn,WoA,suggest music like urn by childish gambino especially like the first 35 40 seconds,https://en.wikipedia.org/wiki/Urn_(album),album,Urn_(album),0.0
 childish gambino,Artist,suggest music like urn by childish gambino especially like the first 35 40 seconds,https://en.wikipedia.org/wiki/Donald_Glover,human,Donald_Glover,4.559153054829544
mogwai,Artist,looking for rock study music mogwai but not mogwai,https://en.wikipedia.org/wiki/Mogwai,musical group,Mogwai,4.516145363604116
mogwai,Artist,looking for rock study music mogwai but not mogwai,https://en.wikipedia.org/wiki/Mogwai,musical group,Mogwai,4.516145363604116
light of the seven,WoA,suggestions for cello music similar to light of the seven by ramin djawadi,https://en.wikipedia.org/wiki/Light_of_the_Seven,musical work/composition,Light_of_the_Seven,0.0
ramin djawadi,Artist,suggestions for cello music similar to light of the seven by ramin djawadi,https://en.wikipedia.org/wiki/Ramin_Djawadi,human,Ramin_Djawadi,3.110794152539734
baths,Artist,looking for music like this baths song | ocean death | maybe club music idm,https://en.wikipedia.org/wiki/Baths_(musician),human,Baths_(musician),1.65755215196749
ocean death,WoA,looking for music like this baths song | ocean death | maybe club music idm,,,,0.0
dramaturgy,WoA,anything that sounds like dramaturgy or wozwald,,,,0.0
wozwald,Artist,anything that sounds like dramaturgy or wozwald,,,,0.0
cantara,WoA,looking for songs similar to cantara by dead can dance,,,,0.0
dead can dance,Artist,looking for songs similar to cantara by dead can dance,https://en.wikipedia.org/wiki/Dead_Can_Dance,musical group,Dead_Can_Dance,3.682086277724416
the golden age of apocalypse,WoA,albums musicians songs similar to the album the golden age of apocalypse by thundercat,https://en.wikipedia.org/wiki/The_Golden_Age_of_Apocalypse,album,The_Golden_Age_of_Apocalypse,0.0
thundercat,Artist,albums musicians songs similar to the album the golden age of apocalypse by thundercat,https://en.wikipedia.org/wiki/Thundercat_(musician),human,Thundercat_(musician),3.003176382519335
jhashuah,Artist,jhashuah rolling stone | remix,,,,0.0
 rolling stone,WoA,jhashuah rolling stone | remix,https://en.wikipedia.org/wiki/Rolling_Stone_(Suzi_Quatro_song),single,Rolling_Stone_(Suzi_Quatro_song),0.0
shut eye,WoA,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,,,,0.0
stealing sheep,Artist,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,https://en.wikipedia.org/wiki/Stealing_Sheep,musical group,Stealing_Sheep,0.9315654732189332
willow,WoA,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,https://en.wikipedia.org/wiki/Willow_(song),single,Willow_(song),0.0
jasmine,Artist,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,https://en.wikipedia.org/wiki/Jasmin_(singer),human,Jasmin_(singer),0.6393890638675028
somewhere only we know,WoA,any songs similar to shut eye by stealing sheep willow by jasmine or somewhere only we know my,https://en.wikipedia.org/wiki/Somewhere_Only_We_Know,single,Somewhere_Only_We_Know,2.301069622341624
catastrophe,WoA,looking for songs like catastrophe brennan savage,https://en.wikipedia.org/wiki/The_Catastrophe_of_the_Balloon_%22Le_Pax%22,short film,The_Catastrophe_of_the_Balloon_%22Le_Pax%22,0.0915290668859505
brennan savage,Artist,looking for songs like catastrophe brennan savage,,,,0.0
epik high,Artist,similar to epik high,https://en.wikipedia.org/wiki/Epik_High,boy band,Epik_High,3.0714539418286044
percs,WoA,rap songs like percs by denzel curry,https://en.wikipedia.org/wiki/Percs_(song),single,Percs_(song),0.0
denzel curry,Artist,rap songs like percs by denzel curry,https://en.wikipedia.org/wiki/Denzel_Curry,human,Denzel_Curry,2.177132390326216
rob thomas,Artist,rob thomas little wonders recomendations,https://en.wikipedia.org/wiki/Rob_Thomas_(musician),human,Rob_Thomas_(musician),3.937021534416999
little wonders,WoA,rob thomas little wonders recomendations,https://en.wikipedia.org/wiki/Little_Wonders,single,Little_Wonders,0.4056869171022121
all for us,WoA,more songs like all for us by labrinth,https://en.wikipedia.org/wiki/All_for_Us,single,All_for_Us,0.0
labrinth,Artist,more songs like all for us by labrinth,https://en.wikipedia.org/wiki/Labrinth,human,Labrinth,3.792333456806917
the internet,Artist,the internet hold on,https://en.wikipedia.org/wiki/The_Internet_(band),musical group,The_Internet_(band),2.129914053069696
hold on,WoA,the internet hold on,https://en.wikipedia.org/wiki/Hold_On_(Jonas_Brothers_song),song,Hold_On_(Jonas_Brothers_song),0.7654165823294434
alvvays,Artist,any bands similar to alvvays and pixies,https://en.wikipedia.org/wiki/Alvvays,musical group,Alvvays,1.9108505379327043
pixies,Artist,any bands similar to alvvays and pixies,https://en.wikipedia.org/wiki/Pixies_(band),musical group,Pixies_(band),0.0
bojack horseman,WoA,any suggestions for songs similar too the ending credits song from bojack horseman,,,,0.0
machine girl,Artist,anything like machine girl,https://en.wikipedia.org/wiki/Machine_Girl_(band),musical duo,Machine_Girl_(band),0.0
lcd soundsystem,Artist,never heard something similar to lcd soundsystem,https://en.wikipedia.org/wiki/LCD_Soundsystem,musical group,LCD_Soundsystem,4.396122229261271
jackson c frank,Artist,suggest me more artist like jackson c frank and sibylle baier,,,,0.0
sibylle baier,Artist,suggest me more artist like jackson c frank and sibylle baier,https://en.wikipedia.org/wiki/Sibylle_Baier,human,Sibylle_Baier,0.3414655356717535
natalie taylor,Artist,something with a similar feel kinda atmospheric to natalie taylor i want it all,https://en.wikipedia.org/wiki/Natalie_Taylor_(singer),human,Natalie_Taylor_(singer),0.0
 i want it all,WoA,something with a similar feel kinda atmospheric to natalie taylor i want it all,https://en.wikipedia.org/wiki/I_Want_It_All_(Queen_song),song,I_Want_It_All_(Queen_song),2.362493463138067
the sun iii,WoA,songs similar to the sun iii by snakadaktal,,,,0.0
snakadaktal,Artist,songs similar to the sun iii by snakadaktal,https://en.wikipedia.org/wiki/Snakadaktal,musical group,Snakadaktal,0.7431289401772041
notorious big,Artist,looking for a rapper smooth and lyrically consistent like notorious big,https://en.wikipedia.org/wiki/The_Notorious_B.I.G.,human,The_Notorious_B.I.G.,5.745369628719447
darkthrone,Artist,looking for a song like darkthrone quintessence,https://en.wikipedia.org/wiki/Darkthrone,musical group,Darkthrone,3.70971045532559
quintessence,WoA,looking for a song like darkthrone quintessence,https://en.wikipedia.org/wiki/Quintessence_(Borknagar_album),album,Quintessence_(Borknagar_album),0.7493839406993459
handsome boy modelling school,Artist,more songs like handsome boy modelling school ive been thinkin,,,,0.0
ive been thinkin,WoA,more songs like handsome boy modelling school ive been thinkin,,,,0.0
im sorry we lied,WoA,any songs like im sorry we lied by blood orange,,,,0.0
blood orange,Artist,any songs like im sorry we lied by blood orange,https://en.wikipedia.org/wiki/Blood_Oranges,musical group,Blood_Oranges,1.4375655686645723
my right,WoA,are there songs that sound similar to the intro of my right by screeching weasel,https://en.wikipedia.org/wiki/My_Right_to_Ravage_Myself,film,My_Right_to_Ravage_Myself,0.1017457355186941
screeching weasel,Artist,are there songs that sound similar to the intro of my right by screeching weasel,https://en.wikipedia.org/wiki/Screeching_Weasel,musical group,Screeching_Weasel,3.5976552173536
dreaming out loud,WoA,albums like dreaming out loud by one republic,https://en.wikipedia.org/wiki/Dreaming_Out_Loud,album,Dreaming_Out_Loud,1.7331683906627102
one republic,Artist,albums like dreaming out loud by one republic,https://en.wikipedia.org/wiki/OneRepublic,musical group,OneRepublic,4.849601686894619
bron yr aur,WoA,looking for more peaceful acoustic guitar songs like bron yr aur by led zeppelin or orchid by black sabbath,https://en.wikipedia.org/wiki/Bron-Yr-Aur_(instrumental),musical work/composition,Bron-Yr-Aur_(instrumental),1.067122762127754
led zeppelin,Artist,looking for more peaceful acoustic guitar songs like bron yr aur by led zeppelin or orchid by black sabbath,https://en.wikipedia.org/wiki/Led_Zeppelin,musical group,Led_Zeppelin,7.216988009552638
orchid,WoA,looking for more peaceful acoustic guitar songs like bron yr aur by led zeppelin or orchid by black sabbath,https://en.wikipedia.org/wiki/Orchid_(album),album,Orchid_(album),1.0935656601280996
black sabbath,Artist,looking for more peaceful acoustic guitar songs like bron yr aur by led zeppelin or orchid by black sabbath,https://en.wikipedia.org/wiki/Black_Sabbath,heavy metal band,Black_Sabbath,6.657747639273763
charlie marhendrix,Artist,charlie marhendrix popdelic wonderland,,,,0.0
popdelic wonderland,WoA,charlie marhendrix popdelic wonderland,,,,0.0
i wanna be adored,WoA,looking for music with a similar sound to i wanna be adored by the stone roses,https://en.wikipedia.org/wiki/I_Wanna_Be_Adored,single,I_Wanna_Be_Adored,0.4499890189567672
the stone roses,Artist,looking for music with a similar sound to i wanna be adored by the stone roses,https://en.wikipedia.org/wiki/The_Stone_Roses,rock group,The_Stone_Roses,4.825947495996729
pink floyd,Artist,music like rush blind guardian ronnie james dio pink floyd the doors,https://en.wikipedia.org/wiki/Pink_Floyd,rock group,Pink_Floyd,7.217513633743452
the doors,Artist,music like rush blind guardian ronnie james dio pink floyd the doors,https://en.wikipedia.org/wiki/The_Doors,rock group,The_Doors,5.9927799183032775
rush,Artist,music like rush blind guardian ronnie james dio pink floyd the doors,https://en.wikipedia.org/wiki/Rush_(band),musical group,Rush_(band),5.955777971581924
blind guardian,Artist,music like rush blind guardian ronnie james dio pink floyd the doors,https://en.wikipedia.org/wiki/Blind_Guardian,musical group,Blind_Guardian,3.92544207482632
ronnie james dio,Artist,music like rush blind guardian ronnie james dio pink floyd the doors,https://en.wikipedia.org/wiki/Ronnie_James_Dio,human,Ronnie_James_Dio,4.559337254207472
the beat and delivery,Artist,i love the beat and delivery suggest anything similar,,,,0.0
jerry martins,Artist,instrumental piano music similar to jerry martins the sims build music,https://en.wikipedia.org/wiki/Jerry_Martin_(singer),human,Jerry_Martin_(singer),0.0
the sims,WoA,instrumental piano music similar to jerry martins the sims build music,https://en.wikipedia.org/wiki/The_Sims,video game series,The_Sims,3.706816051769629
nothing more,Artist,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,https://en.wikipedia.org/wiki/Nothing_More,musical group,Nothing_More,2.1022531100187702
soilwork,Artist,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,https://en.wikipedia.org/wiki/Soilwork,musical group,Soilwork,3.818544459998368
textures,Artist,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,https://en.wikipedia.org/wiki/Textures_(band),musical group,Textures_(band),2.530884611501257
volumes,Artist,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,https://en.wikipedia.org/wiki/Volumes_(band),musical group,Volumes_(band),1.5522537633639626
wagakki band,Artist,looking for a band like nothing more soilwork textures or volumes | or a band like wagakki band,https://en.wikipedia.org/wiki/Wagakki_Band,musical group,Wagakki_Band,0.885863047198951
all my life,WoA,instrumental orchestral movie scores similar the first half of all my life by the staves,https://en.wikipedia.org/wiki/All_My_Life_(Foo_Fighters_song),single,All_My_Life_(Foo_Fighters_song),1.5751759778462322
the staves,Artist,instrumental orchestral movie scores similar the first half of all my life by the staves,https://en.wikipedia.org/wiki/The_Staves,musical group,The_Staves,1.7680695329848106
spin me right round | like a record,WoA,songs like spin me right round | like a record,,,,0.0
song of durin a cappella complete edition,WoA,can you recommend something similar to this song of durin a cappella complete edition clamavi de profundis,,,,0.0
clamavi de profundis,Artist,can you recommend something similar to this song of durin a cappella complete edition clamavi de profundis,,,,0.0
chicago,WoA,soundtrack similar to chicago,https://en.wikipedia.org/wiki/Chicago_(album),album,Chicago_(album),1.484162147920042
mukka,Artist,english alternative rock electro songs suggestions | mukka russian band,https://en.wikipedia.org/wiki/Mukkamala,human,Mukkamala,3.0446319859297564
omicide,WoA,music similar to omicide by vast,,,,0.0
vast,Artist,music similar to omicide by vast,https://en.wikipedia.org/wiki/VAST,musical group,VAST,2.117878055060366
lead me out of the dark,WoA,softer songs sung by traditionally rock vocalists harsher voices with minimal instruments eg | lead me out of the dark,,,,0.0
kody lavigne,Artist,kody lavigne no room,,,,0.0
no room,WoA,kody lavigne no room,https://en.wikipedia.org/wiki/No_Room,album,No_Room,0.0
yoko kanno,Artist,found a song by yoko kanno i absolutely love but i cant find anything similar any suggestions,https://en.wikipedia.org/wiki/Yoko_Kanno,human,Yoko_Kanno,3.543905291660158
waiting on the world to change,WoA,waiting on the world to change john mayer | acoustic cover,https://en.wikipedia.org/wiki/Waiting_on_the_World_to_Change,single,Waiting_on_the_World_to_Change,1.8049150913823608
 john mayer,Artist,waiting on the world to change john mayer | acoustic cover,https://en.wikipedia.org/wiki/John_Mayer_Trio,musical group,John_Mayer_Trio,1.7364804663592943
sik world,Artist,sik world i dont even know,,,,0.0
 i dont even know,WoA,sik world i dont even know,,,,0.0
dance little liar,WoA,songs like dance little liar by arctic monkeys,,,,0.0
arctic monkeys,Artist,songs like dance little liar by arctic monkeys,https://en.wikipedia.org/wiki/Arctic_Monkeys,rock group,Arctic_Monkeys,5.284758584810186
your future is not mine,WoA,looking for songs similar to your future is not mine from adidas commercial,,,,0.0
look away,WoA,similar songs to look away by big country,https://en.wikipedia.org/wiki/Look_Away_(Darude_song),song,Look_Away_(Darude_song),0.0
big country,Artist,similar songs to look away by big country,https://en.wikipedia.org/wiki/Big_Country,rock group,Big_Country,3.83319466274982
pierre lapointe,Artist,au bar des suicides pierre lapointe,https://en.wikipedia.org/wiki/Pierre_Lapointe,human,Pierre_Lapointe,2.1791929370488816
au bar des suicides,WoA,au bar des suicides pierre lapointe,,,,0.0
dodies,Artist,looking for more melodic dark music like dodies darker music,https://en.wikipedia.org/wiki/Dodie_(singer),human,Dodie_(singer),0.0
anderson paak,Artist,song like anderson paak come down,https://en.wikipedia.org/wiki/Anderson_.Paak,human,Anderson_.Paak,0.0
come down,WoA,song like anderson paak come down,https://en.wikipedia.org/wiki/Come_Down,single,Come_Down,0.0
una lady como tú,WoA,anything similar to una lady como tú by manuel torizo,https://en.wikipedia.org/wiki/Una_Lady_Como_T%C3%BA,musical work/composition,Una_Lady_Como_T%C3%BA,0.0
manuel torizo,Artist,anything similar to una lady como tú by manuel torizo,,,,0.0
plastic heart,WoA,similar music artist song to plastic heart nostalghia | john wick 2 soundtrack,https://en.wikipedia.org/wiki/Plastic_Hearts,album,Plastic_Hearts,0.0
nostalghia,Artist,similar music artist song to plastic heart nostalghia | john wick 2 soundtrack,https://en.wikipedia.org/wiki/Nostalghia_(musician),human,Nostalghia_(musician),0.0
john wick 2,WoA,similar music artist song to plastic heart nostalghia | john wick 2 soundtrack,https://en.wikipedia.org/wiki/John_Wick:_Chapter_2,film,John_Wick:_Chapter_2,2.108050154286948
when love was born,WoA,i discovered this song when love was born by one voice childrens choir the other day and it has been in repeat in my playlist since then,,,,0.0
one voice childrens choir,Artist,i discovered this song when love was born by one voice childrens choir the other day and it has been in repeat in my playlist since then,,,,0.0
slowdive,Artist,music that sounds like slowdive,https://en.wikipedia.org/wiki/Slowdive,musical group,Slowdive,3.4090068357077605
young mc,Artist,i need a song similar to young mc know how that has spanish lyrics,https://en.wikipedia.org/wiki/Young_Marble_Giants,musical group,Young_Marble_Giants,2.238534327177524
know how,WoA,i need a song similar to young mc know how that has spanish lyrics,,,,0.0
eichenwalde,WoA,im looking for music similar to the eichenwalde loading theme from overwatch,,,,0.0
overwatch,WoA,im looking for music similar to the eichenwalde loading theme from overwatch,https://en.wikipedia.org/wiki/Overwatch_animated_media,film series,Overwatch_animated_media,1.0929982247996364
the birds of prey,WoA,music like the birds of prey soundtrack,,,,0.0
timbalands,Artist,songs that have an irresistible syncopated hook like timbalands get your freak on and ugly,https://en.wikipedia.org/wiki/Timbaland_%26_Magoo,musical group,Timbaland_%26_Magoo,2.693897988173548
 get your freak on,WoA,songs that have an irresistible syncopated hook like timbalands get your freak on and ugly,https://en.wikipedia.org/wiki/Get_Your_Freak_On,album,Get_Your_Freak_On,0.0
ugly,WoA,songs that have an irresistible syncopated hook like timbalands get your freak on and ugly,https://en.wikipedia.org/wiki/Ugly_(Sugababes_song),song,Ugly_(Sugababes_song),0.8151997961667359
narcos,WoA,any suggestions for someone who likes the intro of narcos,https://en.wikipedia.org/wiki/Narcos_(Migos_song),musical work/composition,Narcos_(Migos_song),0.0
thousand foot krutch,Artist,looking for songs like thousand foot krutch be somebody,https://en.wikipedia.org/wiki/Thousand_Foot_Krutch,musical group,Thousand_Foot_Krutch,3.4018486755529835
be somebody,WoA,looking for songs like thousand foot krutch be somebody,https://en.wikipedia.org/wiki/Be_Somebody..._or_Be_Somebody%27s_Fool!,film,Be_Somebody..._or_Be_Somebody%27s_Fool!,0.4000702686063508
summers mine,WoA,gianni dibernardo summers mine,,,,0.0
gianni dibernardo,Artist,gianni dibernardo summers mine,,,,0.0
mgmt,Artist,do you know anything like mgmt m83 thats bouncy has a good bass and is kinda groovy,https://en.wikipedia.org/wiki/MGMT,musical group,MGMT,4.48351490877354
m83,Artist,do you know anything like mgmt m83 thats bouncy has a good bass and is kinda groovy,https://en.wikipedia.org/wiki/M83_(band),musical group,M83_(band),4.0125298623681065
k1aus,Artist,k1aus one love,,,,0.0
 one love,WoA,k1aus one love,https://en.wikipedia.org/wiki/One_Love_(David_Guetta_album),album,One_Love_(David_Guetta_album),1.9182739796995565
square hammer,WoA,songs similar to square hammer by ghost,https://en.wikipedia.org/wiki/Square_Hammer,single,Square_Hammer,0.1195417404717815
ghost,Artist,songs similar to square hammer by ghost,https://en.wikipedia.org/wiki/Ghost_town,abandoned village,Ghost_town,6.764143368996088
moonbeam,Artist,looking for similar songs like moonbeam step into my world,https://en.wikipedia.org/wiki/Moonbeam_(band),musical group,Moonbeam_(band),0.6648047621839943
step into my world,WoA,looking for similar songs like moonbeam step into my world,https://en.wikipedia.org/wiki/Step_into_My_World,single,Step_into_My_World,0.1279385887574289
mgmt,Artist,i like mgmt and lana del rey they both are really relaxing for me | what else would you suggest,https://en.wikipedia.org/wiki/MGMT,musical group,MGMT,4.48351490877354
lana del rey,Artist,i like mgmt and lana del rey they both are really relaxing for me | what else would you suggest,https://en.wikipedia.org/wiki/Lana_Del_Rey,human,Lana_Del_Rey,5.074174549179384
neu,Artist,repetitive instrumental electronic music like this neu | song,,,,0.0
marvelous mrs maisel,WoA,songs similar to the ones in marvelous mrs maisel season 3,,,,0.0
red dead redemption 2,WoA,im looking for some country album like red dead redemption 2 soundtrack,https://en.wikipedia.org/wiki/Red_Dead_Redemption_2,video game,Red_Dead_Redemption_2,0.4761109361806817
joji miller,Artist,any artists similar to joji miller,https://en.wikipedia.org/wiki/Joji_(musician),human,Joji_(musician),0.0
high,WoA,songs like high by peking duk ft nicole millar,https://en.wikipedia.org/wiki/High_(James_Blunt_song),single,High_(James_Blunt_song),0.4621934548117448
peking duk,Artist,songs like high by peking duk ft nicole millar,https://en.wikipedia.org/wiki/Peking_Duk,musical group,Peking_Duk,2.0703799194268413
nicole millar,Artist,songs like high by peking duk ft nicole millar,https://en.wikipedia.org/wiki/Nicole_Millar,human,Nicole_Millar,0.8229342672101758
currents,WoA,albums and songs for someone who liked currents by tame impala,https://en.wikipedia.org/wiki/Currents_(Tame_Impala_album),album,Currents_(Tame_Impala_album),1.577355038466571
tame impala,Artist,albums and songs for someone who liked currents by tame impala,https://en.wikipedia.org/wiki/Tame_Impala,musical group,Tame_Impala,3.877230085010712
 i keep looking for you,WoA,songs like i keep looking for you or seeing you around | wanting to see you,,,,0.0
stormzys,Artist,i love the beat behind stormzys vossi bop similar suggestions,https://en.wikipedia.org/wiki/Stormzy,human,Stormzy,3.1522506830448407
vossi bop,WoA,i love the beat behind stormzys vossi bop similar suggestions,https://en.wikipedia.org/wiki/Vossi_Bop,single,Vossi_Bop,0.0
the whistle song,WoA,are there any other songs similiar to the whistle song by netsky | riot jazz brass band,https://en.wikipedia.org/wiki/The_Whistle_Song_(DJ_Aligator_Project_song),musical work/composition,The_Whistle_Song_(DJ_Aligator_Project_song),0.0
netsky,Artist,are there any other songs similiar to the whistle song by netsky | riot jazz brass band,https://en.wikipedia.org/wiki/Netsky_(electronic_musician),human,Netsky_(electronic_musician),0.0
nirvana,Artist,sounds like nirvana but just the drum and bass,https://en.wikipedia.org/wiki/Nirvana_(band),rock group,Nirvana_(band),6.635762202347882
candy,WoA,pop songs with good bass lines like candy by doja cat,https://en.wikipedia.org/wiki/Candy_(Robbie_Williams_song),song,Candy_(Robbie_Williams_song),1.3780051469600618
doja cat,Artist,pop songs with good bass lines like candy by doja cat,https://en.wikipedia.org/wiki/Doja_Cat,human,Doja_Cat,0.0
the doors,Artist,the doors universal mind,https://en.wikipedia.org/wiki/The_Doors,rock group,The_Doors,5.9927799183032775
universal mind,WoA,the doors universal mind,https://en.wikipedia.org/wiki/Universal_Mind_Control,album,Universal_Mind_Control,1.226425077395259
jaden,Artist,looking for similar jaden on my own ft kid cudi,https://en.wikipedia.org/wiki/Jade_(R%26B_group),musical group,Jade_(R%26B_group),0.0
on my own,WoA,looking for similar jaden on my own ft kid cudi,https://en.wikipedia.org/wiki/On_My_Own_(Patti_LaBelle_and_Michael_McDonald_song),song,On_My_Own_(Patti_LaBelle_and_Michael_McDonald_song),1.1407339643321777
kid cudi,Artist,looking for similar jaden on my own ft kid cudi,https://en.wikipedia.org/wiki/Kid_Cudi,human,Kid_Cudi,4.655602130249489
health,Artist,bands that have the same vibes at health,https://en.wikipedia.org/wiki/Health_(band),musical group,Health_(band),2.6446472337887297
