id,text,start_offset,end_offset,label
14504,i like mgmt and lana del rey they both are really relaxing for me | what else would you suggest,16,28,Artist_known
14506,songs similar to the ones in marvelous mrs maisel season 3,29,49,WoA_deduced
14509,im looking for some country album like red dead redemption 2 soundtrack,39,60,WoA_known
14510,any artists similar to joji miller,23,34,Artist_deduced
14512,songs like high by peking duk ft nicole millar,11,15,WoA_deduced
14512,songs like high by peking duk ft nicole millar,19,29,Artist_deduced
14512,songs like high by peking duk ft nicole millar,33,46,Artist_deduced
14513,albums and songs for someone who liked currents by tame impala,39,47,WoA_deduced
14513,albums and songs for someone who liked currents by tame impala,51,62,Artist_known
14514,songs like i keep looking for you or seeing you around | wanting to see you,11,33,WoA_deduced
14514,songs like i keep looking for you or seeing you around | wanting to see you,37,54,WoA_deduced
14514,songs like i keep looking for you or seeing you around | wanting to see you,57,75,WoA_deduced
14515,i love the beat behind stormzys vossi bop similar suggestions,23,31,Artist_deduced
14515,i love the beat behind stormzys vossi bop similar suggestions,32,41,WoA_deduced
14517,are there any other songs similiar to the whistle song by netsky | riot jazz brass band,38,54,WoA_deduced
14517,are there any other songs similiar to the whistle song by netsky | riot jazz brass band,58,64,Artist_deduced
14519,sounds like nirvana but just the drum and bass,12,19,Artist_known
14521,pop songs with good bass lines like candy by doja cat,36,41,WoA_deduced
14521,pop songs with good bass lines like candy by doja cat,45,53,Artist_known
14522,the doors universal mind,0,9,Artist_known
14522,the doors universal mind,10,24,WoA_deduced
14523,looking for similar jaden on my own ft kid cudi,20,25,Artist_deduced
14523,looking for similar jaden on my own ft kid cudi,26,35,WoA_deduced
14523,looking for similar jaden on my own ft kid cudi,39,47,Artist_known
14524,bands that have the same vibes at health,34,40,Artist_deduced
14525,not sure what im looking for but its not elvis,41,46,Artist_known
14527,any suggestions for melodic house remixes like this one cinematic orchestra to build a home | kopa remix,52,75,Artist_deduced
14527,any suggestions for melodic house remixes like this one cinematic orchestra to build a home | kopa remix,76,91,WoA_deduced
14527,any suggestions for melodic house remixes like this one cinematic orchestra to build a home | kopa remix,94,98,Artist_deduced
14533,looking for songs similar to best intentions by hodera,29,44,WoA_deduced
14533,looking for songs similar to best intentions by hodera,48,54,Artist_deduced
14534,looking for prog rock prog metal similar to tool,44,48,Artist_deduced
14536,songs or artists similar to ron pope,28,36,Artist_deduced
14540,this one is called gladiator by zayde wolf,19,28,WoA_deduced
14540,this one is called gladiator by zayde wolf,32,42,Artist_deduced
14542,im looking for songs like beautiful by hedley | any suggestions,26,35,WoA_deduced
14542,im looking for songs like beautiful by hedley | any suggestions,39,45,Artist_deduced
14543,addicted to gone gone thank you in igor by tyler and im looking for songs albums that sound like it,12,31,WoA_deduced
14543,addicted to gone gone thank you in igor by tyler and im looking for songs albums that sound like it,35,39,WoA_deduced
14543,addicted to gone gone thank you in igor by tyler and im looking for songs albums that sound like it,43,48,Artist_deduced
14548,something songs or groups similar to country of the future by mirah,37,58,WoA_deduced
14548,something songs or groups similar to country of the future by mirah,62,67,Artist_deduced
14549,artists like jon bellion,13,24,Artist_deduced
14550,songs like fight back | from neffex,11,21,WoA_deduced
14550,songs like fight back | from neffex,29,35,Artist_deduced
14551,music with guitar like zedd happy now,23,27,Artist_deduced
14551,music with guitar like zedd happy now,28,37,WoA_deduced
14554,any similar songs like pray alok | ft conor maynard,23,27,Artist_deduced
14554,any similar songs like pray alok | ft conor maynard,28,32,WoA_deduced
14554,any similar songs like pray alok | ft conor maynard,38,51,Artist_deduced
14556,song similar like under the water aurora and hit and run lolo,18,33,WoA_deduced
14556,song similar like under the water aurora and hit and run lolo,34,40,Artist_deduced
14556,song similar like under the water aurora and hit and run lolo,45,56,WoA_deduced
14556,song similar like under the water aurora and hit and run lolo,57,61,Artist_deduced
14557,songs similar to monster mash,17,29,Artist_or_WoA_deduced
14558,looking for some synthy psychedelic music | similar to tame impalas currents or mac demarcos chamber of reflection,55,67,Artist_known
14558,looking for some synthy psychedelic music | similar to tame impalas currents or mac demarcos chamber of reflection,80,92,Artist_deduced
14558,looking for some synthy psychedelic music | similar to tame impalas currents or mac demarcos chamber of reflection,68,76,WoA_deduced
14558,looking for some synthy psychedelic music | similar to tame impalas currents or mac demarcos chamber of reflection,93,114,WoA_deduced
14559,jon hopkins the wilder sun | what genre this is where to find more,0,11,Artist_deduced
14559,jon hopkins the wilder sun | what genre this is where to find more,12,26,WoA_deduced
14560,the meatbodies | alice album,0,14,Artist_deduced
14560,the meatbodies | alice album,17,22,WoA_deduced
14563,music similar to title fight hyperview,17,28,Artist_or_WoA_deduced
14563,music similar to title fight hyperview,29,38,Artist_or_WoA_deduced
14569,looking for something like stickerbush symphony from donkey kong country 2,27,47,WoA_deduced
14569,looking for something like stickerbush symphony from donkey kong country 2,53,74,WoA_known
14570,looking for songs like keep your eyes peeled by qotsa,23,44,WoA_deduced
14570,looking for songs like keep your eyes peeled by qotsa,48,53,Artist_deduced
14571,circles by post malone is one of my new faves and i need more like it,0,7,WoA_deduced
14571,circles by post malone is one of my new faves and i need more like it,11,22,Artist_deduced
14574,rocket league like edm electronic music,0,13,WoA_known
14575,songs like end credits by eden,11,22,WoA_deduced
14575,songs like end credits by eden,26,30,Artist_deduced
14577,music similar to ride across the river,17,38,Artist_or_WoA_deduced
14578,looking for similar songs to feeling good by michael buble,29,41,WoA_known
14578,looking for similar songs to feeling good by michael buble,45,58,Artist_known
14579,suggestions for music with a matrix vibe,29,35,WoA_known
14581,any songs similar to castle by halsey,21,27,WoA_deduced
14581,any songs similar to castle by halsey,31,37,Artist_deduced
14583,so netflixs beastars has epic op would like to find more like that,12,20,WoA_deduced
14585,any suggestions of sexy bluesy jazzy songs like out of my mind by john mayer,48,62,WoA_deduced
14585,any suggestions of sexy bluesy jazzy songs like out of my mind by john mayer,66,76,Artist_known
14586,songs like this | poetry how does it feel | by akua naru | jazz spoken word,18,24,WoA_deduced
14586,songs like this | poetry how does it feel | by akua naru | jazz spoken word,25,41,WoA_deduced
14586,songs like this | poetry how does it feel | by akua naru | jazz spoken word,47,56,Artist_deduced
14588,music like john mayers paradise valley & born and raised,11,22,Artist_known
14588,music like john mayers paradise valley & born and raised,23,38,WoA_deduced
14588,music like john mayers paradise valley & born and raised,41,56,WoA_deduced
14590,similar songs to story of my life and or high hopes,17,33,WoA_deduced
14590,similar songs to story of my life and or high hopes,41,51,WoA_deduced
14593,i need songs that are just as beautiful as first love late spring by mitski,43,65,WoA_deduced
14593,i need songs that are just as beautiful as first love late spring by mitski,69,75,Artist_deduced
14595,albums similar to santanaworld by tay k,18,30,WoA_deduced
14595,albums similar to santanaworld by tay k,34,39,Artist_deduced
14596,what are some songs with a happy rock punk sort of vibe similar to pages and paragraphs by set it off or the anthem by good charlotte,67,87,WoA_deduced
14596,what are some songs with a happy rock punk sort of vibe similar to pages and paragraphs by set it off or the anthem by good charlotte,91,101,Artist_deduced
14596,what are some songs with a happy rock punk sort of vibe similar to pages and paragraphs by set it off or the anthem by good charlotte,105,115,WoA_deduced
14596,what are some songs with a happy rock punk sort of vibe similar to pages and paragraphs by set it off or the anthem by good charlotte,119,133,Artist_deduced
14599,songs like time to say goodbye andrea bocelli ft sarah brightman,11,30,WoA_deduced
14599,songs like time to say goodbye andrea bocelli ft sarah brightman,31,45,Artist_known
14599,songs like time to say goodbye andrea bocelli ft sarah brightman,49,64,Artist_deduced
14601,looking for bands like moon hooch and too many zooz,23,33,Artist_deduced
14601,looking for bands like moon hooch and too many zooz,38,51,Artist_deduced
14602,artists like specii | romanian hip hop,13,19,Artist_deduced
14604,similiar to thom yorke and floex,12,22,Artist_known
14604,similiar to thom yorke and floex,27,32,Artist_deduced
14605,dré anthony dice,0,11,Artist_deduced
14605,dré anthony dice,12,16,WoA_deduced
14609,im looking for songs with a similar sound to the intro of photomaton by jabberwocky,58,68,WoA_deduced
14609,im looking for songs with a similar sound to the intro of photomaton by jabberwocky,72,83,Artist_known
14616,polish canadian folk rock olenka and the autumn lovers,37,54,Artist_or_WoA_deduced
14616,polish canadian folk rock olenka and the autumn lovers,26,32,Artist_or_WoA_deduced
14620,looking for cyberpunk y music like spoiler or clockwork by hyper,12,21,WoA_known
14620,looking for cyberpunk y music like spoiler or clockwork by hyper,35,42,WoA_deduced
14620,looking for cyberpunk y music like spoiler or clockwork by hyper,46,55,WoA_deduced
14620,looking for cyberpunk y music like spoiler or clockwork by hyper,59,64,Artist_deduced
14622,songs similar to japanese ceremonial tea | interlude,43,52,Artist_or_WoA_deduced
14622,songs similar to japanese ceremonial tea | interlude,17,40,Artist_or_WoA_deduced
14625,need to find song like ex cops black soap,23,30,Artist_or_WoA_deduced
14625,need to find song like ex cops black soap,31,41,Artist_or_WoA_deduced
14627,looking for artists similar to daft punk,31,40,Artist_known
14630,id love to learn new songs that have a happy upbeat vibe like lean on from major lazer and mø,62,69,WoA_known
14630,id love to learn new songs that have a happy upbeat vibe like lean on from major lazer and mø,75,86,Artist_known
14630,id love to learn new songs that have a happy upbeat vibe like lean on from major lazer and mø,91,93,Artist_known
14632,looking for songs like cuphead rap,23,30,WoA_known
14633,any bands like fish era marillion,15,23,Artist_deduced
14633,any bands like fish era marillion,24,33,Artist_or_WoA_deduced
