mention,type,query,wiki_link,wikidata_type,wiki_name,exposure
highly suspect,Artist,something similar to highly suspect self titled,https://en.wikipedia.org/wiki/Highly_Suspect,rock group,Highly_Suspect,1.8062173689092464
yung gravy,Artist,artists like yung gravy | upbeat,https://en.wikipedia.org/wiki/Yung_Gravy,human,Yung_Gravy,0.0
i dont know,WoA,songs like i dont know by paul mccartney,https://en.wikipedia.org/wiki/The_Big_Bull,film,The_Big_Bull,0.0
paul mccartney,Artist,songs like i dont know by paul mccartney,https://en.wikipedia.org/wiki/Paul_McCartney_and_Wings,musical group,Paul_McCartney_and_Wings,4.878279277832126
green days,Artist,songs like green days brain stew,https://en.wikipedia.org/wiki/Green_Day,rock group,Green_Day,6.372923356237793
brain stew,WoA,songs like green days brain stew,https://en.wikipedia.org/wiki/Brain_Stew_/_Jaded,single,Brain_Stew_/_Jaded,1.5985157847418936
white iverson,WoA,im looking for more songs artists that resemble white iverson and go flex by post malone | the chill melodic vibes of both of those songs are so unique,https://en.wikipedia.org/wiki/White_Iverson,single,White_Iverson,0.9968346210690378
go flex,WoA,im looking for more songs artists that resemble white iverson and go flex by post malone | the chill melodic vibes of both of those songs are so unique,https://en.wikipedia.org/wiki/Go_Flex,single,Go_Flex,0.0
post malone,Artist,im looking for more songs artists that resemble white iverson and go flex by post malone | the chill melodic vibes of both of those songs are so unique,https://en.wikipedia.org/wiki/Post_Malone,human,Post_Malone,3.190445301013062
frank zappa,Artist,more classical like this | frank zappa regyptian strut please no frank suggestions,https://en.wikipedia.org/wiki/Frank_Zappa,human,Frank_Zappa,6.494072874556457
regyptian strut,WoA,more classical like this | frank zappa regyptian strut please no frank suggestions,,,,0.0
frank,Artist,more classical like this | frank zappa regyptian strut please no frank suggestions,https://en.wikipedia.org/wiki/Fran_Beltr%C3%A1n,human,Fran_Beltr%C3%A1n,0.0
videoclub,Artist,any suggestions for french singers songs like videoclub,https://en.wikipedia.org/wiki/Videoclub,musical group,Videoclub,0.0
vaboh,Artist,vaboh i never thought youd be my enemy,,,,0.0
i never thought youd be my enemy,WoA,vaboh i never thought youd be my enemy,,,,0.0
cigarette,WoA,songs like cigarette offonoff,,,,0.0
offonoff,Artist,songs like cigarette offonoff,https://en.wikipedia.org/wiki/Off_On_Off,musical group,Off_On_Off,0.0
kanye,Artist,song with the sane upbeat vibes as this kanye excerpt with african choir,https://en.wikipedia.org/wiki/Kanye_West,human,Kanye_West,7.385428427109876
in the aeroplane over the sea,WoA,any albums similar to in the aeroplane over the sea and or the glow pt 2,https://en.wikipedia.org/wiki/In_the_Aeroplane_Over_the_Sea,album,In_the_Aeroplane_Over_the_Sea,1.9187731180395389
the glow pt 2,WoA,any albums similar to in the aeroplane over the sea and or the glow pt 2,,,,0.0
ben&ben,Artist,into ben&ben songs any recommendations for similar genre music style,https://en.wikipedia.org/wiki/Ben%26Ben,musical group,Ben%26Ben,0.0
$uicideboy$,Artist,suggest some music like $uicideboy$,https://en.wikipedia.org/wiki/Suicideboys,musical duo,Suicideboys,0.0
the crystal method,Artist,looking for songs that sound similar to the crystal method smile,https://en.wikipedia.org/wiki/The_Crystal_Method,musical duo,The_Crystal_Method,3.869585412014216
smile,WoA,looking for songs that sound similar to the crystal method smile,https://en.wikipedia.org/wiki/Smile_(Katy_Perry_album),album,Smile_(Katy_Perry_album),0.0
aliceband,Artist,similar artists to aliceband,,,,0.0
jai paul,Artist,songs similar to jai paul jasmine,https://en.wikipedia.org/wiki/Jai_Paul,human,Jai_Paul,1.3622428756342195
jasmine,WoA,songs similar to jai paul jasmine,https://en.wikipedia.org/wiki/Jasmine_(album),album,Jasmine_(album),0.0
agnes obel,Artist,what artists are similar to agnes obel,https://en.wikipedia.org/wiki/Agnes_Obel,human,Agnes_Obel,1.5735373505744388
icon,WoA,need songs like icon by jaden smith,https://en.wikipedia.org/wiki/Icon_(Paradise_Lost_album),album,Icon_(Paradise_Lost_album),0.6134287608978344
jaden smith,Artist,need songs like icon by jaden smith,https://en.wikipedia.org/wiki/Jaden_Smith,human,Jaden_Smith,3.224691109303931
roy orbisons,Artist,recommendations for music similar to roy orbisons 80s albums,https://en.wikipedia.org/wiki/Roy_Orbison,human,Roy_Orbison,5.586748515037247
austin powers,WoA,recommend a genre or similar songs that match the austin powers verse from erb,https://en.wikipedia.org/wiki/Austin_Powers_in_Goldmember,film,Austin_Powers_in_Goldmember,3.707067406731284
erb,WoA,recommend a genre or similar songs that match the austin powers verse from erb,,,,0.0
babyjake,Artist,songs with production similar to babyjake cigarettes on patios,,,,0.0
cigarettes on patios,WoA,songs with production similar to babyjake cigarettes on patios,,,,0.0
blonde,WoA,music similiar to frank ocean blonde,https://en.wikipedia.org/wiki/Blonde_(Frank_Ocean_album),album,Blonde_(Frank_Ocean_album),2.0905560424299914
frank ocean,Artist,music similiar to frank ocean blonde,https://en.wikipedia.org/wiki/Frank_Ocean,human,Frank_Ocean,4.556504339011049
akira yamaoka,Artist,musicians like akira yamaoka,https://en.wikipedia.org/wiki/Akira_Yamaoka,human,Akira_Yamaoka,2.413608953022816
hypnotized,WoA,sounds like hypnotized by fleetwood mac help on the way by grateful dead,https://en.wikipedia.org/wiki/Hypnotized_(Plies_song),single,Hypnotized_(Plies_song),0.6963761689780021
fleetwood mac,Artist,sounds like hypnotized by fleetwood mac help on the way by grateful dead,https://en.wikipedia.org/wiki/Fleetwood_Mac,rock group,Fleetwood_Mac,6.0841122331975175
help on the way,WoA,sounds like hypnotized by fleetwood mac help on the way by grateful dead,,,,0.0
grateful dead,Artist,sounds like hypnotized by fleetwood mac help on the way by grateful dead,https://en.wikipedia.org/wiki/Grateful_Dead,musical group,Grateful_Dead,6.648478623891538
o brother where art thou,WoA,suggest music that is similar to what is found on the o brother where art thou | soundtrack,"https://en.wikipedia.org/wiki/O_Brother,_Where_Art_Thou%3F",film,"O_Brother,_Where_Art_Thou%3F",3.721898673311721
cute aggression,WoA,songs like cute aggression by nicole dollanganger or kill v main by grimes,,,,0.0
nicole dollanganger,Artist,songs like cute aggression by nicole dollanganger or kill v main by grimes,https://en.wikipedia.org/wiki/Nicole_Dollanganger,human,Nicole_Dollanganger,0.9408543321251556
kill v main,WoA,songs like cute aggression by nicole dollanganger or kill v main by grimes,,,,0.0
grimes,Artist,songs like cute aggression by nicole dollanganger or kill v main by grimes,https://en.wikipedia.org/wiki/Grimes_(musician),human,Grimes_(musician),3.7049485789839736
gin wigmore,Artist,similar voices to gin wigmore and paloma faith,https://en.wikipedia.org/wiki/Gin_Wigmore,human,Gin_Wigmore,2.5265324053200366
paloma faith,Artist,similar voices to gin wigmore and paloma faith,https://en.wikipedia.org/wiki/Paloma_Faith,human,Paloma_Faith,4.181565227399803
negative space,WoA,any songs that have a similar melody to negative space by spineshank,https://en.wikipedia.org/wiki/Negative_Space_(film),short film,Negative_Space_(film),0.0
spineshank,Artist,any songs that have a similar melody to negative space by spineshank,https://en.wikipedia.org/wiki/Spineshank,musical group,Spineshank,2.41663053370794
pretty vicious,Artist,something like pretty vicious or gorillaz,https://en.wikipedia.org/wiki/Pretty_Vicious,musical group,Pretty_Vicious,0.0
gorillaz,Artist,something like pretty vicious or gorillaz,https://en.wikipedia.org/wiki/Gorillaz,virtual band,Gorillaz,5.187996574407592
breaking bad,WoA,songs similar to black from breaking bad by dangermouse danielle luppi ft norah jones,https://en.wikipedia.org/wiki/El_Camino:_A_Breaking_Bad_Movie,film,El_Camino:_A_Breaking_Bad_Movie,0.0
black,WoA,songs similar to black from breaking bad by dangermouse danielle luppi ft norah jones,https://en.wikipedia.org/wiki/Black_(2005_film),film,Black_(2005_film),2.899317744101128
dangermouse,Artist,songs similar to black from breaking bad by dangermouse danielle luppi ft norah jones,,,,0.0
danielle luppi,Artist,songs similar to black from breaking bad by dangermouse danielle luppi ft norah jones,,,,0.0
norah jones,Artist,songs similar to black from breaking bad by dangermouse danielle luppi ft norah jones,https://en.wikipedia.org/wiki/Norah_Jones,human,Norah_Jones,5.271753713787797
one more light,WoA,any songs kinda like one more light and heavy by linkin park,https://en.wikipedia.org/wiki/One_More_Light,album,One_More_Light,1.554091392610804
heavy,WoA,any songs kinda like one more light and heavy by linkin park,https://en.wikipedia.org/wiki/Heavy_(Linkin_Park_song),single,Heavy_(Linkin_Park_song),0.547235878115254
linkin park,Artist,any songs kinda like one more light and heavy by linkin park,https://en.wikipedia.org/wiki/Linkin_Park,rock group,Linkin_Park,5.981412668407696
astro girl,WoA,lester p astro girl,,,,0.0
lester p,Artist,lester p astro girl,https://en.wikipedia.org/wiki/Lester_B._Pearson,human,Lester_B._Pearson,4.781679785329052
night traveler,Artist,songs like night traveler dont forget me,,,,0.0
dont forget me,WoA,songs like night traveler dont forget me,,,,0.0
the replacements,Artist,songs that sound like this | the replacements androgynous,https://en.wikipedia.org/wiki/The_Replacements_(band),musical group,The_Replacements_(band),4.453637837910595
androgynous,WoA,songs that sound like this | the replacements androgynous,https://en.wikipedia.org/wiki/Androgynous_(song),single,Androgynous_(song),0.0
wilbur soots,Artist,a song similar in style to wilbur soots music,https://en.wikipedia.org/wiki/Wilbur_Soot,human,Wilbur_Soot,0.0
box of rain,WoA,song similar to box of rain or ripple by the grateful dead,https://en.wikipedia.org/wiki/Box_of_Rain,musical work/composition,Box_of_Rain,1.3658808921239751
grateful dead,Artist,song similar to box of rain or ripple by the grateful dead,https://en.wikipedia.org/wiki/Grateful_Dead,musical group,Grateful_Dead,6.648478623891538
ripple,WoA,song similar to box of rain or ripple by the grateful dead,https://en.wikipedia.org/wiki/Ripple_(song),single,Ripple_(song),1.3603108044674848
drugs,WoA,drugs by lil aaron,https://en.wikipedia.org/wiki/Drugs_(song),single,Drugs_(song),0.4712794523276553
lil aaron,Artist,drugs by lil aaron,https://en.wikipedia.org/wiki/Lil_Aaron,human,Lil_Aaron,0.0
major lazers,Artist,any good songs like major lazers light it up remix,https://en.wikipedia.org/wiki/Major_Lazer,musical group,Major_Lazer,4.51385441185756
light it up,WoA,any good songs like major lazers light it up remix,https://en.wikipedia.org/wiki/Light_It_Up_(Major_Lazer_song),song,Light_It_Up_(Major_Lazer_song),0.4054357944263085
morphine,Artist,any bands similar to morphine,https://en.wikipedia.org/wiki/Morphine_(band),musical group,Morphine_(band),2.9100793965541527
remember me,WoA,music with the similar feel as remember me,https://en.wikipedia.org/wiki/Remember_Me_(Coco_song),musical work/composition,Remember_Me_(Coco_song),0.0
mansionz,Artist,suggest something similar to mansionz im thinking about horses,https://en.wikipedia.org/wiki/Mansionz,musical group,Mansionz,0.5125723666332949
im thinking about horses,WoA,suggest something similar to mansionz im thinking about horses,,,,0.0
kiiara,WoA,cal scruby kiiara,,,,0.0
cal scruby,Artist,cal scruby kiiara,,,,0.0
tame impala,Artist,tame impala elephant,https://en.wikipedia.org/wiki/Tame_Impala,musical group,Tame_Impala,3.877230085010712
elephant,WoA,tame impala elephant,https://en.wikipedia.org/wiki/Elephant_(album),album,Elephant_(album),2.2421550704670654
anfa rose,Artist,anfa rose im good prod | dopamne,,,,0.0
im good,WoA,anfa rose im good prod | dopamne,,,,0.0
dopamne,Artist,anfa rose im good prod | dopamne,,,,0.0
where is my mind,WoA,if my two favourite songs are where is my mind by the pixies and mayonaise by the smashing pumpkins what song i would love,https://en.wikipedia.org/wiki/Where_Is_My_Mind%3F,musical work/composition,Where_Is_My_Mind%3F,1.779994532912193
the pixies,Artist,if my two favourite songs are where is my mind by the pixies and mayonaise by the smashing pumpkins what song i would love,https://en.wikipedia.org/wiki/The_Pixies_Three,girl group,The_Pixies_Three,0.6574226423779699
mayonaise,WoA,if my two favourite songs are where is my mind by the pixies and mayonaise by the smashing pumpkins what song i would love,https://en.wikipedia.org/wiki/Mayonaise_(song),musical work/composition,Mayonaise_(song),0.3293743117843135
the smashing pumpkins,Artist,if my two favourite songs are where is my mind by the pixies and mayonaise by the smashing pumpkins what song i would love,https://en.wikipedia.org/wiki/The_Smashing_Pumpkins,rock group,The_Smashing_Pumpkins,5.841923041814255
saltwater,WoA,songs similar to saltwater by chicane,https://en.wikipedia.org/wiki/Saltwater_(Chicane_song),single,Saltwater_(Chicane_song),1.3823109577076431
chicane,Artist,songs similar to saltwater by chicane,https://en.wikipedia.org/wiki/Chicane_(musician),human,Chicane_(musician),3.144531273944297
stranger things,WoA,im in love with that 80s sounding music think stranger things driver but im not sure how to find more | what might you suggest,https://en.wikipedia.org/wiki/Stranger_Things_(Kygo_song),single,Stranger_Things_(Kygo_song),0.0
childhood,WoA,looking for songs similar to childhood by subculture sage,https://en.wikipedia.org/wiki/Scream/Childhood,single,Scream/Childhood,3.10705356981398
subculture sage,Artist,looking for songs similar to childhood by subculture sage,,,,0.0
mø,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/M%C3%98,human,M%C3%98,3.459669349194666
 zara larsson,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/Zara_Larsson,human,Zara_Larsson,3.2151156541389128
alessia cara,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/Alessia_Cara,human,Alessia_Cara,3.273291190379324
 astrid s,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/Astrid_(band),musical group,Astrid_(band),1.6331401215247148
daya,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/Daya_(singer),human,Daya_(singer),2.5885232116764136
flume,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/Flume_(musician),human,Flume_(musician),3.296509002129861
hailee steinfeld,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/Hailee_Steinfeld,human,Hailee_Steinfeld,3.65889617417994
 julia michaels,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/Julia_Michaels,human,Julia_Michaels,3.45194579317792
kiiara,Artist,please suggest similar songs | alessia cara astrid s daya flume hailee steinfeld julia michaels kiiara mø zara larsson,https://en.wikipedia.org/wiki/Kiiara,human,Kiiara,2.023745101606689
black skirts,Artist,music similar to the black skirts everything,,,,0.0
everything,WoA,music similar to the black skirts everything,https://en.wikipedia.org/wiki/Everything_(The_Bangles_album),album,Everything_(The_Bangles_album),0.8267676215179343
slow dancing in a burning room,WoA,any songs like slow dancing in a burning room by john mayers,https://en.wikipedia.org/wiki/Slow_Dancing_in_a_Burning_Room,musical work/composition,Slow_Dancing_in_a_Burning_Room,0.0
john mayers,Artist,any songs like slow dancing in a burning room by john mayers,https://en.wikipedia.org/wiki/John_Mayer_Trio,musical group,John_Mayer_Trio,1.7364804663592943
rdgldgrn,Artist,tradition fluer de lis rdgldgrn,https://en.wikipedia.org/wiki/RDGLDGRN,musical group,RDGLDGRN,0.5576354796782876
tradition,WoA,tradition fluer de lis rdgldgrn,https://en.wikipedia.org/wiki/Tradition_(Michael_Angelo_Batio_album),album,Tradition_(Michael_Angelo_Batio_album),0.087260648132343
 fluer de lis,WoA,tradition fluer de lis rdgldgrn,,,,0.0
whats up danger,WoA,any songs like whats up danger from into the spider verse,,,,0.0
into the spider verse,WoA,any songs like whats up danger from into the spider verse,,,,0.0
kealy,Artist,any artists simular to kealy,https://en.wikipedia.org/wiki/Keala_Settle,human,Keala_Settle,1.38758501456104
old town road,WoA,i love old town road and the git up | havent found anything similar,,,,0.0
the git up,WoA,i love old town road and the git up | havent found anything similar,https://en.wikipedia.org/wiki/The_Git_Up,musical work/composition,The_Git_Up,0.0
candy castle,WoA,similar songs to candy castle by glass candy,,,,0.0
glass candy,Artist,similar songs to candy castle by glass candy,https://en.wikipedia.org/wiki/Glass_Candy,musical group,Glass_Candy,1.986793087927607
sweet life,WoA,songs similar to sweet life by frank ocean and the palisades by childish gambino,https://en.wikipedia.org/wiki/Sweet_Life_(Frank_Ocean_song),single,Sweet_Life_(Frank_Ocean_song),0.6742662093583327
frank ocean,Artist,songs similar to sweet life by frank ocean and the palisades by childish gambino,https://en.wikipedia.org/wiki/Frank_Ocean,human,Frank_Ocean,4.556504339011049
the palisades,WoA,songs similar to sweet life by frank ocean and the palisades by childish gambino,,,,0.0
childish gambino,Artist,songs similar to sweet life by frank ocean and the palisades by childish gambino,https://en.wikipedia.org/wiki/Donald_Glover,human,Donald_Glover,4.559153054829544
kami,Artist,similar songs to kami,https://en.wikipedia.org/wiki/Kami_(musician),human,Kami_(musician),1.0958155484099183
are you in the mood,WoA,any songs like are you in the mood | by bay faction,,,,0.0
bay faction,Artist,any songs like are you in the mood | by bay faction,,,,0.0
swans,Artist,looking for something similar to swans,https://en.wikipedia.org/wiki/Swans_(band),musical group,Swans_(band),4.224308209291371
u2,Artist,seeking anthems | quite or loud all it has to do is be epic and make you stop what youre doing and listen | all genres and artists welcome u2 to gloria gaynor to queen to monica | what makes you pump your fist,https://en.wikipedia.org/wiki/U2,rock group,U2,7.384806729856404
gloria gaynor,Artist,seeking anthems | quite or loud all it has to do is be epic and make you stop what youre doing and listen | all genres and artists welcome u2 to gloria gaynor to queen to monica | what makes you pump your fist,https://en.wikipedia.org/wiki/Gloria_Gaynor,human,Gloria_Gaynor,4.242713963207239
queen,Artist,seeking anthems | quite or loud all it has to do is be epic and make you stop what youre doing and listen | all genres and artists welcome u2 to gloria gaynor to queen to monica | what makes you pump your fist,https://en.wikipedia.org/wiki/Queen_(band),rock group,Queen_(band),6.9912204735263455
monica,Artist,seeking anthems | quite or loud all it has to do is be epic and make you stop what youre doing and listen | all genres and artists welcome u2 to gloria gaynor to queen to monica | what makes you pump your fist,https://en.wikipedia.org/wiki/Monica_(singer),human,Monica_(singer),4.634290144287142
motions,WoA,juice wrld motions | 999,,,,0.0
juice wrld,Artist,juice wrld motions | 999,https://en.wikipedia.org/wiki/Juice_Wrld,human,Juice_Wrld,0.0
gary bartz ntu troop,Artist,looking for music similar to gary bartz ntu troop celestial blues,,,,0.0
celestial blues,WoA,looking for music similar to gary bartz ntu troop celestial blues,https://en.wikipedia.org/wiki/Celestial_Blues,album,Celestial_Blues,0.0
bogan,WoA,looking for bogan music,https://en.wikipedia.org/wiki/Bogan_(film),film,Bogan_(film),0.8469286735966062
sales,Artist,songs bands similar to sales getting it on off and on and porches mood,https://en.wikipedia.org/wiki/Sales_(band),musical group,Sales_(band),0.0
getting it on,WoA,songs bands similar to sales getting it on off and on and porches mood,,,,0.0
off and on,WoA,songs bands similar to sales getting it on off and on and porches mood,,,,0.0
porches,Artist,songs bands similar to sales getting it on off and on and porches mood,https://en.wikipedia.org/wiki/Porches_(band),musical group,Porches_(band),0.9598228803548547
mood,WoA,songs bands similar to sales getting it on off and on and porches mood,https://en.wikipedia.org/wiki/Mood_(song),musical work/composition,Mood_(song),0.0
 make them suffer,Artist,looking for more metal bands songs like make them suffer,https://en.wikipedia.org/wiki/Make_Them_Suffer,musical group,Make_Them_Suffer,0.9775350473365734
youngblood,WoA,youngblood by 5 seconds of summer,https://en.wikipedia.org/wiki/Youngblood_(5_Seconds_of_Summer_album),album,Youngblood_(5_Seconds_of_Summer_album),0.0033779789109971
5 seconds of summer,Artist,youngblood by 5 seconds of summer,https://en.wikipedia.org/wiki/5_Seconds_of_Summer,musical group,5_Seconds_of_Summer,3.9118139713768176
dexy midnight runners,Artist,music like dexy midnight runners come on eileen and men at works land down under,,,,0.0
come on eileen,WoA,music like dexy midnight runners come on eileen and men at works land down under,https://en.wikipedia.org/wiki/Come_On_Eileen,single,Come_On_Eileen,2.315109349705887
men at works,Artist,music like dexy midnight runners come on eileen and men at works land down under,https://en.wikipedia.org/wiki/Men_at_Work,musical group,Men_at_Work,3.83421113141152
land down under,WoA,music like dexy midnight runners come on eileen and men at works land down under,,,,0.0
cherokee,WoA,songs like cherokee by kamasi washington,,,,0.0
kamasi washington,Artist,songs like cherokee by kamasi washington,https://en.wikipedia.org/wiki/Kamasi_Washington,human,Kamasi_Washington,2.5242478357676443
amy winehouse,Artist,looking for something by a contemporary artist with an amy winehouse feel,https://en.wikipedia.org/wiki/Amy_Winehouse,human,Amy_Winehouse,5.506096309468191
quake,WoA,similar songs to this | quiet with slow melody | quake ost,https://en.wikipedia.org/wiki/Quake_(album),album,Quake_(album),0.0
who will save your soul,WoA,songs similar in sound to the live versions of who will save your soul by jewel,https://en.wikipedia.org/wiki/Who_Will_Save_Your_Soul,single,Who_Will_Save_Your_Soul,0.9423932473949144
jewel,Artist,songs similar in sound to the live versions of who will save your soul by jewel,https://en.wikipedia.org/wiki/Jewel_(singer),human,Jewel_(singer),4.750064833475962
metallica,Artist,trying to find songs with a similar tone and sound to the metallica all within my hands acoustic shows,https://en.wikipedia.org/wiki/Metallica,heavy metal band,Metallica,7.114205696370013
all within my hands,WoA,trying to find songs with a similar tone and sound to the metallica all within my hands acoustic shows,,,,0.0
wu tang,Artist,what wu tang album to go listen to after 36 chambers,https://en.wikipedia.org/wiki/Wu-Tang_Clan,musical group,Wu-Tang_Clan,5.646993641192424
36 chambers,WoA,what wu tang album to go listen to after 36 chambers,,,,0.0
the look,WoA,songs similar to the look by roxette,https://en.wikipedia.org/wiki/The_Look,musical work/composition,The_Look,2.2969610568064294
roxette,Artist,songs similar to the look by roxette,https://en.wikipedia.org/wiki/Roxette,supergroup,Roxette,4.309538641910004
lexa terrestrial,Artist,looking for songs similar to this lexa terrestrial mix moreso the beat than lyrics,,,,0.0
lemmino,Artist,music similiar to lemmino infinity,,,,0.0
infinity,WoA,music similiar to lemmino infinity,https://en.wikipedia.org/wiki/Infinity_(Journey_album),album,Infinity_(Journey_album),1.5853355945681926
dark,WoA,looking for music similar to some of the songs on the soundtrack of the show dark,https://en.wikipedia.org/wiki/Dark_(album),album,Dark_(album),0.0
gta vice city,WoA,looking for more like this jam from gta vice city | yo te miré,https://en.wikipedia.org/wiki/Grand_Theft_Auto:_Vice_City_Stories,video game,Grand_Theft_Auto:_Vice_City_Stories,3.064546411056689
yo te miré,WoA,looking for more like this jam from gta vice city | yo te miré,,,,0.0
suits,WoA,suits soundtrack and similar music,https://en.wikipedia.org/wiki/Suits_(album),album,Suits_(album),1.085699834476376
kate bush,Artist,kate bush and ivan neville suggestions specific to two songs,https://en.wikipedia.org/wiki/Kate_Bush,human,Kate_Bush,5.432259681964538
ivan neville,Artist,kate bush and ivan neville suggestions specific to two songs,https://en.wikipedia.org/wiki/Ivan_Neville,human,Ivan_Neville,3.1671561203695706
all time low,WoA,creepy sexy songs like all time low nin,https://en.wikipedia.org/wiki/All_Time_Low_(The_Wanted_song),single,All_Time_Low_(The_Wanted_song),1.0777197343080047
nin,Artist,creepy sexy songs like all time low nin,https://en.wikipedia.org/wiki/Nine_Inch_Nails,musical group,Nine_Inch_Nails,6.2073476484124885
motley crue,Artist,motley crue kickstart my heart,https://en.wikipedia.org/wiki/M%C3%B6tley_Cr%C3%BCe,heavy metal band,M%C3%B6tley_Cr%C3%BCe,5.781478181228497
kickstart my heart,WoA,motley crue kickstart my heart,https://en.wikipedia.org/wiki/Kickstart_My_Heart,single,Kickstart_My_Heart,1.982818278908244
agar agar,Artist,something similar to agar agar prettiest virgin | bass synth,,,,0.0
prettiest virgin,WoA,something similar to agar agar prettiest virgin | bass synth,,,,0.0
trampoline,WoA,songs like trampoline by shaed or i feel like im drowning by two feet,https://en.wikipedia.org/wiki/Trampoline_(Shaed_song),musical work/composition,Trampoline_(Shaed_song),0.0
shaed,Artist,songs like trampoline by shaed or i feel like im drowning by two feet,https://en.wikipedia.org/wiki/Shaed,musical group,Shaed,0.0
i feel like im drowning,WoA,songs like trampoline by shaed or i feel like im drowning by two feet,,,,0.0
two feet,Artist,songs like trampoline by shaed or i feel like im drowning by two feet,https://en.wikipedia.org/wiki/Two_Feet,human,Two_Feet,0.0
masana temples,WoA,kikagaku moyo masana temples,,,,0.0
kikagaku moyo,Artist,kikagaku moyo masana temples,https://en.wikipedia.org/wiki/Kikagaku_Moyo,musical group,Kikagaku_Moyo,0.1451100168817696
bowies,Artist,i liked bowies blackstar | what should i listen to next,https://en.wikipedia.org/wiki/David_Bowie,human,David_Bowie,7.794631857328647
blackstar,WoA,i liked bowies blackstar | what should i listen to next,https://en.wikipedia.org/wiki/Blackstar_(album),album,Blackstar_(album),2.5036965400970423
guilty gear,WoA,looking for songs similar to the new guilty gear theme,https://en.wikipedia.org/wiki/Guilty_Gear,video game series,Guilty_Gear,2.6338936579677537
khai dreams,Artist,i like best part by her drifting away by khai dreams and drowning | by eden | looking for newer maybe underrated artists with a similar style but any suggestion is appreciated,,,,0.0
best part,WoA,i like best part by her drifting away by khai dreams and drowning | by eden | looking for newer maybe underrated artists with a similar style but any suggestion is appreciated,https://en.wikipedia.org/wiki/Best_Part_(song),single,Best_Part_(song),0.0
her,Artist,i like best part by her drifting away by khai dreams and drowning | by eden | looking for newer maybe underrated artists with a similar style but any suggestion is appreciated,https://en.wikipedia.org/wiki/HIM_(Finnish_band),rock group,HIM_(Finnish_band),4.251801625355522
drifting away,WoA,i like best part by her drifting away by khai dreams and drowning | by eden | looking for newer maybe underrated artists with a similar style but any suggestion is appreciated,,,,0.0
drowning,WoA,i like best part by her drifting away by khai dreams and drowning | by eden | looking for newer maybe underrated artists with a similar style but any suggestion is appreciated,https://en.wikipedia.org/wiki/Drowning_(Backstreet_Boys_song),single,Drowning_(Backstreet_Boys_song),1.0057718896555483
eden,Artist,i like best part by her drifting away by khai dreams and drowning | by eden | looking for newer maybe underrated artists with a similar style but any suggestion is appreciated,https://en.wikipedia.org/wiki/Albert_Edelfelt,human,Albert_Edelfelt,1.9110147901358123
zedd,Artist,some good house music | i dont really listen to any and idk any popular artists other than zedd,https://en.wikipedia.org/wiki/Zed_(band),musical group,Zed_(band),1.8478860687654264
joji,Artist,old joji pink guy sounding dudes,https://en.wikipedia.org/wiki/Joji_(musician),human,Joji_(musician),0.0
pink guy,Artist,old joji pink guy sounding dudes,https://en.wikipedia.org/wiki/Joji_(musician),human,Joji_(musician),0.0
spider bags,Artist,more sad drunk country punk like spider bags first album,https://en.wikipedia.org/wiki/Spider_Bags,musical group,Spider_Bags,0.0
detroit become human,WoA,looking for similar music to the detroit become human ost,https://en.wikipedia.org/wiki/Detroit:_Become_Human,video game,Detroit:_Become_Human,0.5561081107735983
tool,Artist,instrumental heavy metal industrial | style similar to tool nin gravity kills,https://en.wikipedia.org/wiki/Tool_(band),musical group,Tool_(band),5.196112319712359
nin,Artist,instrumental heavy metal industrial | style similar to tool nin gravity kills,https://en.wikipedia.org/wiki/Nine_Inch_Nails,musical group,Nine_Inch_Nails,6.2073476484124885
gravity kills,Artist,instrumental heavy metal industrial | style similar to tool nin gravity kills,https://en.wikipedia.org/wiki/Gravity_Kills,musical group,Gravity_Kills,2.243713956887776
my body is a cage,WoA,music similar to my body is a cage by arcade fire,,,,0.0
arcade fire,Artist,music similar to my body is a cage by arcade fire,https://en.wikipedia.org/wiki/Arcade_Fire,musical group,Arcade_Fire,5.360131846040348
the dark side of phobos,WoA,music similar to the dark side of phobos,,,,0.0
kill bill,WoA,looking for artists that produce music like the song about her from kill bill vol 2,https://en.wikipedia.org/wiki/Kill_Bill_(song),single,Kill_Bill_(song),0.0
amour plastique,WoA,i need some french songs that bop similar to amour plastique videoclub,,,,0.0
videoclub,Artist,i need some french songs that bop similar to amour plastique videoclub,https://en.wikipedia.org/wiki/Videoclub,musical group,Videoclub,0.0
