id,text,start_offset,end_offset,label
15057,i like best part by her drifting away by khai dreams and drowning | by eden | looking for newer maybe underrated artists with a similar style but any suggestion is appreciated,57,65,WoA_deduced
15057,i like best part by her drifting away by khai dreams and drowning | by eden | looking for newer maybe underrated artists with a similar style but any suggestion is appreciated,71,75,Artist_deduced
15058,some good house music | i dont really listen to any and idk any popular artists other than zedd,91,95,Artist_deduced
15061,more sad drunk country punk like spider bags first album,33,44,Artist_deduced
15062,looking for similar music to the detroit become human ost,33,53,WoA_known
15063,instrumental heavy metal industrial | style similar to tool nin gravity kills,55,63,Artist_deduced
15063,instrumental heavy metal industrial | style similar to tool nin gravity kills,64,77,WoA_deduced
15065,music similar to my body is a cage by arcade fire,38,49,Artist_known
15065,music similar to my body is a cage by arcade fire,17,34,WoA_deduced
15067,music similar to the dark side of phobos,21,40,Artist_deduced
15074,looking for music similar to this artist song | moses sumney plastic,48,53,Artist_deduced
15074,looking for music similar to this artist song | moses sumney plastic,54,68,WoA_deduced
15077,songs like tv on the radio dlz,11,26,WoA_deduced
15077,songs like tv on the radio dlz,27,30,Artist_or_WoA_deduced
15078,looking for some slick dark funky rock | the song that inspired this question was actually i might be wrong by radiohead,111,120,Artist_known
15080,looking for a song in similar structure to grave of the fireflies home sweet home,43,65,Artist_deduced
15080,looking for a song in similar structure to grave of the fireflies home sweet home,66,81,WoA_deduced
15089,artists similar to noisia or tiësto,19,25,Artist_deduced
15089,artists similar to noisia or tiësto,29,35,Artist_deduced
15092,frank zappa music for a primus fan,0,11,Artist_known
15092,frank zappa music for a primus fan,24,30,Artist_deduced
15093,songs like hate to see your heart break by paramore ft joy williams,43,51,Artist_deduced
15093,songs like hate to see your heart break by paramore ft joy williams,55,67,Artist_deduced
15093,songs like hate to see your heart break by paramore ft joy williams,11,39,WoA_deduced
15095,artists like yuki kajiura,13,25,Artist_deduced
15099,something similar to the warhammer 40k mechanicus soundtrack,25,49,WoA_deduced
15104,looking for rock songs with heavy emotions and deeper meanings like the cranberries zombie & yeah yeah yeahs maps,68,90,Artist_deduced
15104,looking for rock songs with heavy emotions and deeper meanings like the cranberries zombie & yeah yeah yeahs maps,93,108,Artist_known
15112,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,35,47,WoA_deduced
15112,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,51,59,Artist_known
15112,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,110,127,Artist_deduced
15112,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,92,106,WoA_deduced
15112,looking for music thats similar to cat thruster by deadmau5 and also reclaim the balcony or da mess sticks by nightmares on wax,69,88,WoA_deduced
15115,looking for more awesome beatles rap mashup albums like this,25,32,Artist_known
15116,looking for 80s song with feeling of radioheads reckoner,37,47,Artist_known
15116,looking for 80s song with feeling of radioheads reckoner,48,56,WoA_deduced
15117,music like scala & kolacny | choral renditions covers of songs,11,26,Artist_deduced
15119,a song similar to depeches mode work it out,18,31,Artist_known
15119,a song similar to depeches mode work it out,32,43,WoA_deduced
15121,any other songs like leonards cohen you want it darker,36,54,WoA_deduced
15121,any other songs like leonards cohen you want it darker,21,35,Artist_known
15123,artists similar to george harrison jimi hendrix etc,19,34,Artist_known
15123,artists similar to george harrison jimi hendrix etc,35,47,Artist_known
15124,looking for similar songs and genre to mat zo too late | matt lange remix,39,45,Artist_deduced
15124,looking for similar songs and genre to mat zo too late | matt lange remix,46,54,WoA_deduced
15124,looking for similar songs and genre to mat zo too late | matt lange remix,57,67,Artist_deduced
15128,looking for music like sam smiths writing on the wall,23,33,Artist_deduced
15128,looking for music like sam smiths writing on the wall,34,53,WoA_deduced
15135,music similar to kung fu panda soundtrack,17,30,WoA_known
15136,songs like thanks for your time by gotye,11,31,WoA_deduced
15136,songs like thanks for your time by gotye,35,40,Artist_deduced
15141,some of my favorite bands include procupine tree and radiohead but ive ran out of new stuff to listen to | any suggestions,34,48,Artist_deduced
15141,some of my favorite bands include procupine tree and radiohead but ive ran out of new stuff to listen to | any suggestions,53,62,Artist_known
15145,something like deftones adrenaline,15,23,Artist_known
15145,something like deftones adrenaline,24,34,WoA_deduced
15146,im looking for songs that are exactly like this carpenter brut beware the beast,48,62,Artist_known
15146,im looking for songs that are exactly like this carpenter brut beware the beast,63,79,WoA_deduced
15148,braveheart end credits choral section,0,10,WoA_known
15148,braveheart end credits choral section,11,22,WoA_deduced
15149,songs similar to she will be loved by maroon 5,17,34,WoA_deduced
15149,songs similar to she will be loved by maroon 5,38,46,Artist_known
15152,music like bridge of light from laura craft go,11,26,WoA_deduced
15152,music like bridge of light from laura craft go,32,43,Artist_deduced
15154,any piano heavy rock ballads similar to jim steinman songs,40,52,Artist_deduced
15157,looking for songs like borderline from tame impala,39,50,Artist_known
15157,looking for songs like borderline from tame impala,23,33,WoA_deduced
15158,gianni taylor old me | ft ollie joseph,0,13,Artist_deduced
15158,gianni taylor old me | ft ollie joseph,14,20,WoA_deduced
15158,gianni taylor old me | ft ollie joseph,26,38,Artist_deduced
15159,songs similar to define by dom dolla,27,36,Artist_deduced
15159,songs similar to define by dom dolla,17,23,WoA_deduced
15160,any similar songs with brother matt corby,31,41,Artist_deduced
15166,lokking for alternative metal like deftone and soundgarden with eerie sounding melody,35,42,Artist_known
15167,looking for music similar to the first 35 seconds of father stretch my hands pt 1 eg gospel,53,81,WoA_deduced
15172,dantes creek by they,0,12,WoA_deduced
15172,dantes creek by they,16,20,Artist_deduced
15173,caleb cruise do my dance prod | taylor king,0,12,Artist_deduced
15173,caleb cruise do my dance prod | taylor king,13,24,WoA_deduced
15173,caleb cruise do my dance prod | taylor king,32,43,Artist_deduced
15177,anything similar to gorillaz,20,28,Artist_known
15179,bands similar to arctic monkeys,17,31,Artist_known
15181,anything similar vibe to this acoustic pvris ep,39,44,Artist_deduced
15182,music like beach house slow dive,11,22,Artist_known
15182,music like beach house slow dive,23,32,WoA_deduced
15186,songs albums musicians that sound like burial,39,45,Artist_or_WoA_deduced
15192,big gigantic all of me feat | logic & rozes,30,43,Artist_deduced
15194,looking for music similar to peter gabriel 4 security,29,42,Artist_known
15194,looking for music similar to peter gabriel 4 security,43,53,WoA_deduced
15196,songs similar to the ending part of bbno$ nursery,36,49,WoA_deduced
15197,any red hot chilli pepperish rock band,4,25,Artist_known
15198,looking for music similar to the first 45 seconds of the music video for alone pt 2 by alan walker,73,83,WoA_deduced
15198,looking for music similar to the first 45 seconds of the music video for alone pt 2 by alan walker,87,98,Artist_deduced
15200,some electronic funk music similar to louis coles stuff,38,49,Artist_known
15203,similar album to love & theft by bob dylan,17,29,WoA_deduced
15203,similar album to love & theft by bob dylan,33,42,Artist_known
15204,need more music like this moody melancholic almost dramatic nightly music | i love parov and this is so different from his other stuff,83,88,Artist_deduced
15206,looking for music similar to tahiti by weird party,29,35,WoA_deduced
15206,looking for music similar to tahiti by weird party,39,50,Artist_deduced
15208,bands like rage against the machine for a death metal fan,11,35,Artist_known
15209,something similar to night flight quintus project and no happy endings tangerine dream,71,86,Artist_known
15209,something similar to night flight quintus project and no happy endings tangerine dream,54,70,WoA_deduced
15209,something similar to night flight quintus project and no happy endings tangerine dream,21,33,WoA_deduced
15209,something similar to night flight quintus project and no happy endings tangerine dream,34,49,Artist_deduced
15211,music like juice wrld and lil uzi vert,11,21,Artist_or_WoA_deduced
15211,music like juice wrld and lil uzi vert,26,38,Artist_or_WoA_deduced
15214,similar to rudimental,11,21,Artist_or_WoA_deduced
15216,any suggestions for songs like this | im not looking for synthwave like normal perturbator carpenter brut gost etc | im looking for songs and or artist that do specifically this kind of songs with the chill jazzy yet futuristic mood,91,105,Artist_known
15216,any suggestions for songs like this | im not looking for synthwave like normal perturbator carpenter brut gost etc | im looking for songs and or artist that do specifically this kind of songs with the chill jazzy yet futuristic mood,72,90,Artist_deduced
15216,any suggestions for songs like this | im not looking for synthwave like normal perturbator carpenter brut gost etc | im looking for songs and or artist that do specifically this kind of songs with the chill jazzy yet futuristic mood,106,110,Artist_deduced
15221,more like lamb of god | groove thrash metal,10,21,Artist_deduced
15223,aint no sunshine by matt andersen looking for more performances like this where the artist pours every ounce of their being into the song,0,16,WoA_known
15223,aint no sunshine by matt andersen looking for more performances like this where the artist pours every ounce of their being into the song,20,33,Artist_deduced
15225,rothrigo up and away,0,8,Artist_deduced
15225,rothrigo up and away,9,20,WoA_deduced
15228,looking for songs that have a similar moody chord progression like this one | strangers by the sinking ships,78,87,WoA_deduced
15228,looking for songs that have a similar moody chord progression like this one | strangers by the sinking ships,91,108,Artist_deduced
15229,looking for songs similar to dreams by joakim karud,29,35,WoA_deduced
15229,looking for songs similar to dreams by joakim karud,39,51,Artist_deduced
15232,songs similar to whitney houstons one of those days,17,33,Artist_known
15232,songs similar to whitney houstons one of those days,34,51,WoA_deduced
15233,chill rap songs like planez by jeremih j cole,31,45,Artist_deduced
15233,chill rap songs like planez by jeremih j cole,21,27,WoA_deduced
14636,im searching for modern music thats similar to k ci and jojo joe montell jordan usher | my way era,88,98,Artist_or_WoA_deduced
