mention,type,query,wiki_link,wikidata_type,wiki_name,exposure
love me,WoA,songs like felix cartal and lights love me,https://en.wikipedia.org/wiki/Love_Me_(Justin_Bieber_song),song,Love_Me_(Justin_Bieber_song),0.720665689753174
the oh hellos,Artist,songs like danse macabre by the oh hellos,https://en.wikipedia.org/wiki/The_Oh_Hellos,musical group,The_Oh_Hellos,0.5812138722969831
danse macabre,WoA,songs like danse macabre by the oh hellos,https://en.wikipedia.org/wiki/Danse_macabre_(Saint-Sa%C3%ABns),musical work/composition,Danse_macabre_(Saint-Sa%C3%ABns),2.087577587278954
trudy and the romance,Artist,bands similar to trudy and the romance,,,,0.0
futures,Artist,searching for songs like futures mask off,https://en.wikipedia.org/wiki/Futures_(band),musical group,Futures_(band),1.0535316108744637
mask off,WoA,searching for songs like futures mask off,https://en.wikipedia.org/wiki/Mask_Off,song,Mask_Off,1.2178389286756506
let em talk,WoA,looking for pop rock power songs like this let em talk,,,,0.0
mini ladds,Artist,songs like the mini ladds remix,https://en.wikipedia.org/wiki/Mini_Ladd,human,Mini_Ladd,0.0
a place only we know,WoA,a song similar to a place only we know female singer in blue dress playing a grand piano,,,,0.0
kashiwa daisuke,Artist,share music or artists similar to kashiwa daisuke,,,,0.0
chris stapleton,Artist,similar to chris stapleton or first aid kit,https://en.wikipedia.org/wiki/Chris_Stapleton,human,Chris_Stapleton,3.780613542765673
first aid kit,Artist,similar to chris stapleton or first aid kit,https://en.wikipedia.org/wiki/First_Aid_Kit_(band),musical duo,First_Aid_Kit_(band),2.8409567151677155
lunar vacation,Artist,lunar vacation,,,,0.0
muse,Artist,songs like muse plug in baby,https://en.wikipedia.org/wiki/Muse_(band),rock group,Muse_(band),5.777235069907981
plug in baby,WoA,songs like muse plug in baby,https://en.wikipedia.org/wiki/Plug_In_Baby,song,Plug_In_Baby,1.2029992270519188
snowy white,Artist,looking for something similar to snowy white midnight blues,https://en.wikipedia.org/wiki/Snowy_White,human,Snowy_White,3.2871736094632027
midnight blues,WoA,looking for something similar to snowy white midnight blues,,,,0.0
keytalk,Artist,looking for english light rock bands similar to keytalk and gogovanillas,https://en.wikipedia.org/wiki/Keytalk,musical group,Keytalk,0.1455859559839307
gogovanillas,Artist,looking for english light rock bands similar to keytalk and gogovanillas,,,,0.0
lana del rey,Artist,looking for bands or artists like lana del rey the weeknd joji and hozier,https://en.wikipedia.org/wiki/Lana_Del_Rey,human,Lana_Del_Rey,5.074174549179384
the weeknd,Artist,looking for bands or artists like lana del rey the weeknd joji and hozier,https://en.wikipedia.org/wiki/The_Weeknd,human,The_Weeknd,5.088768815354845
joji,Artist,looking for bands or artists like lana del rey the weeknd joji and hozier,https://en.wikipedia.org/wiki/Joji_(musician),human,Joji_(musician),0.0
hozier,Artist,looking for bands or artists like lana del rey the weeknd joji and hozier,https://en.wikipedia.org/wiki/Hozier_(musician),human,Hozier_(musician),3.203008067032896
nevermind,WoA,songs with a vibe like nevermind by leonard cohen,https://en.wikipedia.org/wiki/Nevermind,album,Nevermind,3.931480480062192
leonard cohen,Artist,songs with a vibe like nevermind by leonard cohen,https://en.wikipedia.org/wiki/Leonard_Cohen,human,Leonard_Cohen,5.9750180059349685
lewis del mar,Artist,rks lewis del mar,https://en.wikipedia.org/wiki/Lewis_Del_Mar,musical group,Lewis_Del_Mar,0.7210503431198081
rks,Artist,rks lewis del mar,https://en.wikipedia.org/wiki/Ray_Kurzweil,human,Ray_Kurzweil,3.71885753603544
paris,WoA,any bands with songs similar in style to paris by the chainsmokers,,,,0.0
the chainsmokers,Artist,any bands with songs similar in style to paris by the chainsmokers,https://en.wikipedia.org/wiki/The_Chainsmokers,musical duo,The_Chainsmokers,4.217898267730863
seventh son,WoA,prog metal like seventh son and operation mind crime,https://en.wikipedia.org/wiki/Seventh_Son_of_a_Seventh_Son,album,Seventh_Son_of_a_Seventh_Son,2.1527447084951064
operation mind crime,Artist,prog metal like seventh son and operation mind crime,,,,0.0
raven link,Artist,love the drop in this song raven link change feat | caver,,,,0.0
change,WoA,love the drop in this song raven link change feat | caver,https://en.wikipedia.org/wiki/Change_(Sugababes_album),album,Change_(Sugababes_album),1.6944598736665597
caver,Artist,love the drop in this song raven link change feat | caver,https://en.wikipedia.org/wiki/Cave_(band),musical group,Cave_(band),0.5156327165599279
i see you,WoA,songs similar to i see you by kygo ft billy raffoul,https://en.wikipedia.org/wiki/I_See_You_(The_xx_album),album,I_See_You_(The_xx_album),1.044935321669481
kygo,Artist,songs similar to i see you by kygo ft billy raffoul,https://en.wikipedia.org/wiki/Kygo,human,Kygo,3.4934939107280094
billy raffoul,Artist,songs similar to i see you by kygo ft billy raffoul,https://en.wikipedia.org/wiki/Billy_Raffoul,human,Billy_Raffoul,0.0
sufjan,Artist,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,https://en.wikipedia.org/wiki/Sufjan_Stevens,human,Sufjan_Stevens,4.435115140861262
beach house,Artist,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,https://en.wikipedia.org/wiki/Beach_House,musical group,Beach_House,3.401281470412094
radiohead,Artist,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,https://en.wikipedia.org/wiki/Radiohead,musical group,Radiohead,6.562410151614332
talking heads,Artist,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,https://en.wikipedia.org/wiki/Talking_Heads,rock group,Talking_Heads,5.595224894091164
car seat headrest,Artist,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,https://en.wikipedia.org/wiki/Car_Seat_Headrest,musical group,Car_Seat_Headrest,1.8447918465728816
the strokes,Artist,new music if i like sufjan beach house radiohead talking heads car seat headrest and the strokes,https://en.wikipedia.org/wiki/The_Strokes,rock group,The_Strokes,4.93731178203366
dragons dogma,WoA,looking for something like dragons dogma into free dangan,,,,0.0
into free dangan,WoA,looking for something like dragons dogma into free dangan,,,,0.0
gungor,Artist,12 seconds of gungor i am mountain,https://en.wikipedia.org/wiki/Gungor,musical group,Gungor,0.7015889191686586
i am mountain,WoA,12 seconds of gungor i am mountain,,,,0.0
starlight brigade,WoA,searching for epic songs with vocals | like starlight brigade or rise or live to win,,,,0.0
live to win,WoA,searching for epic songs with vocals | like starlight brigade or rise or live to win,https://en.wikipedia.org/wiki/Live_to_Win,album,Live_to_Win,1.0199008764512296
rise,WoA,searching for epic songs with vocals | like starlight brigade or rise or live to win,https://en.wikipedia.org/wiki/Rise_(Katy_Perry_song),single,Rise_(Katy_Perry_song),0.8378109037119561
all dead all dead,WoA,all dead all dead queen,"https://en.wikipedia.org/wiki/All_Dead,_All_Dead",musical work/composition,"All_Dead,_All_Dead",0.0
queen,Artist,all dead all dead queen,https://en.wikipedia.org/wiki/Queen_(band),rock group,Queen_(band),6.9912204735263455
dulce,WoA,came across dulce by flofilz looking for similar vibes,https://en.wikipedia.org/wiki/Dulce_(song),single,Dulce_(song),0.0
flofilz,Artist,came across dulce by flofilz looking for similar vibes,,,,0.0
amour plastique,WoA,songs like amour plastique,,,,0.0
dreams,WoA,looking for music that has a pause before the drop similar to zhu&nero dreams,https://en.wikipedia.org/wiki/Dreams_(Fleetwood_Mac_song),musical work/composition,Dreams_(Fleetwood_Mac_song),2.5269812567746364
zhu,Artist,looking for music that has a pause before the drop similar to zhu&nero dreams,https://en.wikipedia.org/wiki/Zhu_(musician),human,Zhu_(musician),1.7756445963457723
nero,Artist,looking for music that has a pause before the drop similar to zhu&nero dreams,https://en.wikipedia.org/wiki/Nero_(band),musical group,Nero_(band),3.006991873350101
goodbye love,WoA,songs in same style as goodbye love by car seat headrest,https://en.wikipedia.org/wiki/Goodbye_Lover,film,Goodbye_Lover,1.2388315393042273
car seat headrest,Artist,songs in same style as goodbye love by car seat headrest,https://en.wikipedia.org/wiki/Car_Seat_Headrest,musical group,Car_Seat_Headrest,1.8447918465728816
just friends,Artist,suggest any emo punk bands like snowing or just friends,https://en.wikipedia.org/wiki/Just_Friends_(band),musical group,Just_Friends_(band),0.0
snowing,Artist,suggest any emo punk bands like snowing or just friends,https://en.wikipedia.org/wiki/Snowing_(band),organization,Snowing_(band),0.5996468553803442
bliss n eso,Artist,more songs like act your age by bliss n eso | specifically like the upbeat lighthearted nature of the song its oddly motivating for me,https://en.wikipedia.org/wiki/Bliss_n_Eso,musical group,Bliss_n_Eso,2.916372924927682
act your age,WoA,more songs like act your age by bliss n eso | specifically like the upbeat lighthearted nature of the song its oddly motivating for me,https://en.wikipedia.org/wiki/Act_Your_Age_(Home_Grown_album),album,Act_Your_Age_(Home_Grown_album),0.0
glisten interlude,WoA,song like glisten interlude jeremy zucker,,,,0.0
jeremy zucker,Artist,song like glisten interlude jeremy zucker,https://en.wikipedia.org/wiki/Jeremy_Zucker,human,Jeremy_Zucker,0.0
rev theorys,Artist,unrelenting energy like rev theorys hell yeah,https://en.wikipedia.org/wiki/Rev_Theory,rock group,Rev_Theory,2.409432647773153
hell yeah,WoA,unrelenting energy like rev theorys hell yeah,https://en.wikipedia.org/wiki/Hell_Yeah_(KMFDM_album),album,Hell_Yeah_(KMFDM_album),0.0
j dillas,Artist,albums like j dillas donuts,https://en.wikipedia.org/wiki/J_Dilla,human,J_Dilla,4.5881546763395455
donuts,WoA,albums like j dillas donuts,https://en.wikipedia.org/wiki/Donuts_(album),album,Donuts_(album),1.679684775657826
glass animals,Artist,music similar to glass animals,https://en.wikipedia.org/wiki/Glass_Animals,musical group,Glass_Animals,2.3796181877263543
rise against,Artist,a couple of requests anything that sounds like rise against and some good modern punk that actually sounds different and not ironically really unoriginal,https://en.wikipedia.org/wiki/Rise_Against,rock group,Rise_Against,4.618100721271983
dream koala,Artist,looking for things like dream koala that dont degenerate into a single sound for the length of the song,,,,0.0
deer creek canyon,WoA,songs similar to deer creek canyon by sera cahoone,https://en.wikipedia.org/wiki/Deer_Creek_Canyon,album,Deer_Creek_Canyon,0.0
sera cahoone,Artist,songs similar to deer creek canyon by sera cahoone,https://en.wikipedia.org/wiki/Sera_Cahoone,human,Sera_Cahoone,1.380888971663321
gunship,Artist,anything that resembles gunship and the midnight,https://en.wikipedia.org/wiki/Gunship_(band),musical group,Gunship_(band),0.5520375634166008
the midnight,Artist,anything that resembles gunship and the midnight,https://en.wikipedia.org/wiki/The_Midnight,musical group,The_Midnight,0.0
fleetwood mac,Artist,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,https://en.wikipedia.org/wiki/Fleetwood_Mac,rock group,Fleetwood_Mac,6.0841122331975175
crosby stills and nash,Artist,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,,,,0.0
helplessly hoping,WoA,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,https://en.wikipedia.org/wiki/Helplessly_Hoping,musical work/composition,Helplessly_Hoping,0.1597211258381534
the chain,WoA,folky country songs like fleetwood mac the chain & crosby stills and nash helplessly hoping,https://en.wikipedia.org/wiki/The_Chain,musical work/composition,The_Chain,2.0150189337139786
weezers,Artist,music that sounds like weezers pinkerton album,https://en.wikipedia.org/wiki/Weezer,rock group,Weezer,5.548280292067792
pinkerton,WoA,music that sounds like weezers pinkerton album,https://en.wikipedia.org/wiki/Pinkerton_(album),album,Pinkerton_(album),2.6012797454049874
desso,Artist,something like better days by desso,https://en.wikipedia.org/wiki/Desson_Thomson,human,Desson_Thomson,2.9924006494145647
better days,WoA,something like better days by desso,https://en.wikipedia.org/wiki/Better_Days_(Joe_album),album,Better_Days_(Joe_album),0.3027482825168448
grandsons,Artist,looking for artists songs with a similar style vibe to grandsons stuff,https://en.wikipedia.org/wiki/Grandson_(musician),human,Grandson_(musician),0.0
crywank,Artist,stuff like crywank,https://en.wikipedia.org/wiki/Crywank,musical group,Crywank,0.0
still woozy,Artist,artists similar to still woozy,https://en.wikipedia.org/wiki/Still_Woozy,human,Still_Woozy,0.0
kiss from a rose,WoA,songs like kiss from a rose,https://en.wikipedia.org/wiki/Kiss_from_a_Rose,single,Kiss_from_a_Rose,2.5112570373130456
bonnie prince billys,Artist,similar to bonnie prince billys cover of rubin and cherise,https://en.wikipedia.org/wiki/Will_Oldham,human,Will_Oldham,4.462694905683467
rubin and cherise,WoA,similar to bonnie prince billys cover of rubin and cherise,,,,0.0
dont get any closer,WoA,im looking for songs similar to dont get any closer by eluvium,,,,0.0
eluvium,Artist,im looking for songs similar to dont get any closer by eluvium,https://en.wikipedia.org/wiki/Eluvium_(musician),human,Eluvium_(musician),1.4948997736559146
anderson paak,Artist,brothers keeper by anderson paak,https://en.wikipedia.org/wiki/Anderson_.Paak,human,Anderson_.Paak,0.0
brothers keeper,WoA,brothers keeper by anderson paak,,,,0.0
buttercup,WoA,looking for something similar to buttercup jack stauber,https://en.wikipedia.org/wiki/The_Buttercup_Chain,film,The_Buttercup_Chain,0.7945680047486068
jack stauber,Artist,looking for something similar to buttercup jack stauber,https://en.wikipedia.org/wiki/Jack_Stauber,human,Jack_Stauber,0.0
mighty,Artist,music like mighty,https://en.wikipedia.org/wiki/Damon_Stoudamire,human,Damon_Stoudamire,4.199425347242251
coco,WoA,music similar to the soundtrack of the movie coco,https://en.wikipedia.org/wiki/Coco_(album),album,Coco_(album),1.5156924221514352
el michels affair,Artist,hip hop funk psychedelic music like el michels affair,https://en.wikipedia.org/wiki/El_Michels_Affair,musical group,El_Michels_Affair,0.1568364602260068
david lynch,Artist,twangy jazzy 50s 60s guitar like you hear in a david lynch movie,https://en.wikipedia.org/wiki/David_Lynch_(singer),human,David_Lynch_(singer),0.0
hit the road jack,WoA,hit the road jack,https://en.wikipedia.org/wiki/Hit_the_Road_Jack,single,Hit_the_Road_Jack,2.6330881590518995
love shake,WoA,bubblegum kpop songs like love shake by minx,,,,0.0
minx,Artist,bubblegum kpop songs like love shake by minx,https://en.wikipedia.org/wiki/MINX_(band),musical group,MINX_(band),0.0
adeyeme,Artist,adeyeme all day,https://en.wikipedia.org/wiki/Adeyemi_Afolahan,human,Adeyemi_Afolahan,0.0
novos baianos,Artist,looking for more bands like novos baianos,https://en.wikipedia.org/wiki/Novos_Baianos,musical group,Novos_Baianos,1.2318545493036286
veridis quo,WoA,songs like veridis quo by daft punk | baroque synth,,,,0.0
daft punk,Artist,songs like veridis quo by daft punk | baroque synth,https://en.wikipedia.org/wiki/Daft_Punk,electronica duo,Daft_Punk,5.504862620106499
george jeff,WoA,any similar songs to george jeff jaden smith | specifically the beat,,,,0.0
jaden smith,Artist,any similar songs to george jeff jaden smith | specifically the beat,https://en.wikipedia.org/wiki/Jaden_Smith,human,Jaden_Smith,3.224691109303931
down in mexico,WoA,similar singing style vibe of use me and down in mexico,https://en.wikipedia.org/wiki/Down_in_Mexico,single,Down_in_Mexico,0.1727671288217784
use me,WoA,similar singing style vibe of use me and down in mexico,https://en.wikipedia.org/wiki/Use_Me_(Hinder_song),single,Use_Me_(Hinder_song),0.0
so long see you tomorrow,WoA,so long see you tomorrow bombay bicycle club any songs similar to this one,,,,0.0
bombay bicycle club,Artist,so long see you tomorrow bombay bicycle club any songs similar to this one,https://en.wikipedia.org/wiki/Bombay_Bicycle_Club,musical group,Bombay_Bicycle_Club,3.127040910738593
the format,Artist,artists bands like the format,https://en.wikipedia.org/wiki/The_Format,musical group,The_Format,2.672765671548822
haley smalls,Artist,haley smalls voodoo doll,,,,0.0
voodoo doll,WoA,haley smalls voodoo doll,https://en.wikipedia.org/wiki/Voodoo_Doll_(VIXX_song),song,Voodoo_Doll_(VIXX_song),0.0
college,Artist,something similar to college & electric youth a real hero | drive original movie soundtrack,,,,0.0
electric youth,Artist,something similar to college & electric youth a real hero | drive original movie soundtrack,https://en.wikipedia.org/wiki/Electric_Youth_(band),musical group,Electric_Youth_(band),1.2762844981419228
a real hero,WoA,something similar to college & electric youth a real hero | drive original movie soundtrack,https://en.wikipedia.org/wiki/A_Real_Hero,single,A_Real_Hero,0.3188012215644757
drive,WoA,something similar to college & electric youth a real hero | drive original movie soundtrack,https://en.wikipedia.org/wiki/Drive_(R.E.M._song),song,Drive_(R.E.M._song),1.4988839868496076
data,Artist,looking for music or the genre of music of artists like data she kid velo sebastian,https://en.wikipedia.org/wiki/DATA_(band),musical group,DATA_(band),0.6319455186094185
sebastian,Artist,looking for music or the genre of music of artists like data she kid velo sebastian,https://en.wikipedia.org/wiki/Sebastian_(singer),human,Sebastian_(singer),1.3807339960639968
she,Artist,looking for music or the genre of music of artists like data she kid velo sebastian,https://en.wikipedia.org/wiki/S.H.E,girl group,S.H.E,3.391676421329411
kid velo,Artist,looking for music or the genre of music of artists like data she kid velo sebastian,,,,0.0
the magnificent seven,WoA,stuff like the song the magnificent seven by the clash,https://en.wikipedia.org/wiki/The_Magnificent_Seven_(song),single,The_Magnificent_Seven_(song),1.477384357855536
the clash,Artist,stuff like the song the magnificent seven by the clash,https://en.wikipedia.org/wiki/The_Clash,musical group,The_Clash,6.248584560832828
grateful dead,Artist,song similar in feeling and vibe than grateful dead,https://en.wikipedia.org/wiki/Grateful_Dead,musical group,Grateful_Dead,6.648478623891538
fischerspooner,Artist,electronic music similar to fischerspooner flume or hermitude,https://en.wikipedia.org/wiki/Fischerspooner,musical duo,Fischerspooner,3.0167759661394484
flume,Artist,electronic music similar to fischerspooner flume or hermitude,https://en.wikipedia.org/wiki/Flume_(musician),human,Flume_(musician),3.296509002129861
hermitude,Artist,electronic music similar to fischerspooner flume or hermitude,https://en.wikipedia.org/wiki/Hermitude,musical ensemble,Hermitude,2.2425727154277126
anthony russo,Artist,anthony russo yew nork,https://en.wikipedia.org/wiki/Russo_brothers,sibling duo,Russo_brothers,3.118465813413128
yew nork,WoA,anthony russo yew nork,,,,0.0
grizzly bear,Artist,similar to grizzly bear will calls | diplo remix,https://en.wikipedia.org/wiki/Grizzly_Bear_(band),musical group,Grizzly_Bear_(band),3.82382774368938
will calls,WoA,similar to grizzly bear will calls | diplo remix,,,,0.0
diplo,Artist,similar to grizzly bear will calls | diplo remix,https://en.wikipedia.org/wiki/Diplo,human,Diplo,5.1107796970052775
timberlake,Artist,what would you reccommend probably from timberlake if i liked the snl trilogy | dick in a box,https://en.wikipedia.org/wiki/Timberlake_Wertenbaker,human,Timberlake_Wertenbaker,2.725492128233711
dick in a box,WoA,what would you reccommend probably from timberlake if i liked the snl trilogy | dick in a box,https://en.wikipedia.org/wiki/Dick_in_a_Box,song,Dick_in_a_Box,1.5311551244789945
the snl trilogy,WoA,what would you reccommend probably from timberlake if i liked the snl trilogy | dick in a box,,,,0.0
dance gavin dance,Artist,bands that are like dance gavin dance but without the screaming | i love the melodic guitar and the singing but the screaming is a bit much sometimes,https://en.wikipedia.org/wiki/Dance_Gavin_Dance,rock group,Dance_Gavin_Dance,3.264027829690141
bishops knife trick,WoA,looking for music similar to bishops knife trick fall out boy and blue side jhope,,,,0.0
fall out boy,Artist,looking for music similar to bishops knife trick fall out boy and blue side jhope,https://en.wikipedia.org/wiki/Fall_Out_Boy,musical group,Fall_Out_Boy,5.511714569259052
blue side,WoA,looking for music similar to bishops knife trick fall out boy and blue side jhope,https://en.wikipedia.org/wiki/Blue_Side_of_Lonesome,single,Blue_Side_of_Lonesome,0.0
jhope,Artist,looking for music similar to bishops knife trick fall out boy and blue side jhope,,,,0.0
stranger things,WoA,songs artists like the intro to stranger things,https://en.wikipedia.org/wiki/Stranger_Things_(Kygo_song),single,Stranger_Things_(Kygo_song),0.0
hangover,WoA,really chill trap like hangover from dynoro,https://en.wikipedia.org/wiki/Hangover_(Taio_Cruz_song),single,Hangover_(Taio_Cruz_song),0.6983562648647528
dynoro,Artist,really chill trap like hangover from dynoro,https://en.wikipedia.org/wiki/Dynoro,human,Dynoro,0.0
johnny flynn,Artist,anyone similar to johnny flynn | i particularly enjoy hard road by him,https://en.wikipedia.org/wiki/Johnny_Flynn_%26_The_Sussex_Wit,musical group,Johnny_Flynn_%26_The_Sussex_Wit,0.4813765145446833
hard road,WoA,anyone similar to johnny flynn | i particularly enjoy hard road by him,https://en.wikipedia.org/wiki/Hard_Road_(Stevie_Wright_album),album,Hard_Road_(Stevie_Wright_album),0.0349853510559476
frank zappa,Artist,frank zappa little feat music suggestions for my dad,https://en.wikipedia.org/wiki/Frank_Zappa,human,Frank_Zappa,6.494072874556457
little feat,Artist,frank zappa little feat music suggestions for my dad,https://en.wikipedia.org/wiki/Little_Feat,musical group,Little_Feat,4.393465687139832
slab city,Artist,new album slab city,,,,0.0
bowsprit,WoA,songs similar to bowsprit by balmorhea,,,,0.0
balmorhea,Artist,songs similar to bowsprit by balmorhea,https://en.wikipedia.org/wiki/Balmorhea_(band),musical group,Balmorhea_(band),1.0175186232096802
suave youngin,Artist,suave youngin neon clothes,,,,0.0
neon clothes,WoA,suave youngin neon clothes,,,,0.0
générique,WoA,looking for songs with a sensual vibe or a classic noir feeling like générique by miles davis,,,,0.0
miles davis,Artist,looking for songs with a sensual vibe or a classic noir feeling like générique by miles davis,https://en.wikipedia.org/wiki/Miles_Davis_Quintet,musical group,Miles_Davis_Quintet,2.3138837015008065
oloff,Artist,oloff sun rays,https://en.wikipedia.org/wiki/Oloff_Smith,human,Oloff_Smith,0.0
sun rays,WoA,oloff sun rays,,,,0.0
colde,Artist,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,https://en.wikipedia.org/wiki/Cold_(band),musical group,Cold_(band),3.312942086057209
sunflower,WoA,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,https://en.wikipedia.org/wiki/Sunflower_(The_Beach_Boys_album),album,Sunflower_(The_Beach_Boys_album),1.9995706983022945
colde,Artist,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,https://en.wikipedia.org/wiki/Cold_(band),musical group,Cold_(band),3.312942086057209
shh,WoA,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,https://en.wikipedia.org/wiki/Shh_(After_School_song),musical work/composition,Shh_(After_School_song),0.0
offonoff,Artist,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,https://en.wikipedia.org/wiki/Off_On_Off,musical group,Off_On_Off,0.0
dance,WoA,these songs are not that well known but what are some american artists or songs that are similar to colde sunflower colde shh offonoff dance,"https://en.wikipedia.org/wiki/Dance,_Dance_(Fall_Out_Boy_song)",single,"Dance,_Dance_(Fall_Out_Boy_song)",1.8567597170587915
hardest geometry problem in the world,WoA,hardest geometry problem in the world mark mothersbaugh similar songs,,,,0.0
mark mothersbaugh,Artist,hardest geometry problem in the world mark mothersbaugh similar songs,https://en.wikipedia.org/wiki/Mark_Mothersbaugh,human,Mark_Mothersbaugh,3.941997112857937
hoziers,Artist,songs with themes of being unable to settle | ex hoziers someone new elle kings exes and ohs,https://en.wikipedia.org/wiki/Hozier_(musician),human,Hozier_(musician),3.203008067032896
someone new,WoA,songs with themes of being unable to settle | ex hoziers someone new elle kings exes and ohs,https://en.wikipedia.org/wiki/Someone_New_(Eskobar_song),single,Someone_New_(Eskobar_song),0.3439280811938943
elle kings,Artist,songs with themes of being unable to settle | ex hoziers someone new elle kings exes and ohs,https://en.wikipedia.org/wiki/Elle_King,human,Elle_King,2.6674905251400283
exes and ohs,WoA,songs with themes of being unable to settle | ex hoziers someone new elle kings exes and ohs,,,,0.0
nghtmre,Artist,nghtmre street | anar remix,https://en.wikipedia.org/wiki/Nghtmre,human,Nghtmre,1.2726161716270692
street,WoA,nghtmre street | anar remix,https://en.wikipedia.org/wiki/Street_(Nina_Hagen_album),album,Street_(Nina_Hagen_album),0.1271586207491566
anar,Artist,nghtmre street | anar remix,https://en.wikipedia.org/wiki/Anar_Rzayev,human,Anar_Rzayev,1.076760364722551
nujabes,Artist,music artists similar to nujabes atlas etc,https://en.wikipedia.org/wiki/Nujabes,human,Nujabes,2.391697228795465
atlas,Artist,music artists similar to nujabes atlas etc,,,,0.0
gaye,Artist,70s rnb jazz blues | gsh gaye etc,https://en.wikipedia.org/wiki/Claude_Gay,human,Claude_Gay,1.482852866630358
gsh,Artist,70s rnb jazz blues | gsh gaye etc,,,,0.0
cloud 404,Artist,irish hip hop cloud 404 9life 2020,,,,0.0
9life,WoA,irish hip hop cloud 404 9life 2020,,,,0.0
save yourself,WoA,music with similar theme as save yourself stabbing westward on the incapacity to take care of someone | even if one would like to | any genre ok,https://en.wikipedia.org/wiki/Save_Yourself_(McAuley_Schenker_Group_album),album,Save_Yourself_(McAuley_Schenker_Group_album),0.605185732108561
stabbing westward,Artist,music with similar theme as save yourself stabbing westward on the incapacity to take care of someone | even if one would like to | any genre ok,https://en.wikipedia.org/wiki/Stabbing_Westward,musical group,Stabbing_Westward,3.046172331109428
zimmers,Artist,looking for bass heavy synth soundscapes ambient like zimmers blade runner 2049 score,https://en.wikipedia.org/wiki/Zimmers_Hole,musical group,Zimmers_Hole,1.7501547549091487
blade runner 2049,WoA,looking for bass heavy synth soundscapes ambient like zimmers blade runner 2049 score,https://en.wikipedia.org/wiki/Blade_Runner_2049_(soundtrack),album,Blade_Runner_2049_(soundtrack),0.0698629477863121
llamas with hats,WoA,anything simmilar to the llamas with hats outro,,,,0.0
parquet courts,Artist,music like parquet courts,https://en.wikipedia.org/wiki/Parquet_Courts,musical group,Parquet_Courts,2.05131360823714
bon iver,Artist,finally got into bon iver and iron & wine what are some other similar artists,https://en.wikipedia.org/wiki/Bon_Iver,musical group,Bon_Iver,4.272604346239735
iron & wine,Artist,finally got into bon iver and iron & wine what are some other similar artists,https://en.wikipedia.org/wiki/Iron_%26_Wine,human,Iron_%26_Wine,3.814932702092209
tally hall,Artist,any artists similar to tally hall or miracle musical | its getting repetitive listening to the songs on repeat,https://en.wikipedia.org/wiki/Tally_Hall,musical group,Tally_Hall,0.0
miracle musical,Artist,any artists similar to tally hall or miracle musical | its getting repetitive listening to the songs on repeat,,,,0.0
system of a down,Artist,something similar to system of a down,https://en.wikipedia.org/wiki/System_of_a_Down,musical group,System_of_a_Down,5.010580524493063
amon tobin,Artist,looking for similar tracks to amon tobin & kid koala untitled,https://en.wikipedia.org/wiki/Amon_Tobin,human,Amon_Tobin,3.2601916044178783
kid koala,Artist,looking for similar tracks to amon tobin & kid koala untitled,https://en.wikipedia.org/wiki/Kid_Koala,human,Kid_Koala,2.9043812949736143
untitled,WoA,looking for similar tracks to amon tobin & kid koala untitled,https://en.wikipedia.org/wiki/Led_Zeppelin_IV,album,Led_Zeppelin_IV,2.994347754961748
code orange,Artist,code orange dreams in inertia i like code orange alright but i really want to find more melodic stuff like this song in particular | almost like shoegazey metal,https://en.wikipedia.org/wiki/Code_Orange_(band),musical group,Code_Orange_(band),2.0386704007218217
dreams in inertia,WoA,code orange dreams in inertia i like code orange alright but i really want to find more melodic stuff like this song in particular | almost like shoegazey metal,,,,0.0
code orange,Artist,code orange dreams in inertia i like code orange alright but i really want to find more melodic stuff like this song in particular | almost like shoegazey metal,https://en.wikipedia.org/wiki/Code_Orange_(band),musical group,Code_Orange_(band),2.0386704007218217
cottie,Artist,cottie stewards,https://en.wikipedia.org/wiki/Cottie_Petrie-Norris,human,Cottie_Petrie-Norris,0.0
stewards,WoA,cottie stewards,,,,0.0
eden,Artist,any artists songs similar to the sounds of eden blackbear and gnash,https://en.wikipedia.org/wiki/Albert_Edelfelt,human,Albert_Edelfelt,1.9110147901358123
blackbear,Artist,any artists songs similar to the sounds of eden blackbear and gnash,https://en.wikipedia.org/wiki/Blackbear_(musician),human,Blackbear_(musician),2.109143036682136
gnash,Artist,any artists songs similar to the sounds of eden blackbear and gnash,https://en.wikipedia.org/wiki/Gnash_(musician),human,Gnash_(musician),1.318881791124893
the muffs,Artist,suggestion for female lead bands with the same energy as the muffs tilt be your own pet the soviettes tweens dog party,https://en.wikipedia.org/wiki/The_Muffs,musical group,The_Muffs,2.413427948186907
